bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp,energy_per_op,rel_err_pred,rel_err_pred_formal,fix_err_eq_fl_err,energy_pred,lut_share,ff_share,dsp_share,max_area_share,ml_error,energy_gain_rel,time_gain_rel,error_gain_rel,lut_gain_rel,ff_gain_rel,dsp_gain_rel,canon_arch,target_err,in_sim,in_pred,err_lt_target,min_dist,rel_err_diff,energy_diff,lut_diff,ff_diff,dsp_diff
trmm,fixed,128,float32,float32_IMFZm,1,1,0.051,597460000.0,1890.661553944,30470460.0,float32_IMFZm_fixed,5.469632461307736e-05,float32,24,5.470059066439592e-05,160,1805,1600,85320.0,1071.923583984375,11192.0,7543.0,10.0,13989.634724857686,2.384185791015626e-08,0.0078125,2048.0,25251290.67836812,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,2.1252198947664373e-06,0.5994563070429052,0.4819158546815513,1872.746842946657,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,1e-05,0,1,True,2.0807335416180415,7.315417353932741,0.6301976561220286,1.0924353343094193,1.02542142468733,1.6666666666666667
trmm,fixed,128,noFPU,noFPU_IMZm,0,1,0.051,578680000.0,2095.469918213,29512680.0,noFPU_IMZm_fixed,5.469632461307736e-05,float32,24,5.470059066439592e-05,160,1805,1600,85320.0,1071.923583984375,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,2.1252198947664373e-06,0.5806135569905742,0.4667677615022262,1872.746842946657,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,0,1,True,1.0232588783975154,1893.7025385059658,0.09782838713372878,1.0511592741935485,1.006288209606987,1.0
trmm,float,128,noFPU,noFPU_IM,0,0,0.048,6284960000.0,4544.483273241,301678080.0,noFPU_IM_float,2.888327152807745e-08,float32,24,2.9579634082328764e-08,160,1805,1600,85320.0,,7936.0,5725.0,4.0,187692.0825426945,2.384185791015626e-08,7.629394531250004e-07,2048.0,338784208.9895636,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,5.695228285722385e-09,5.935021255097367,5.069497322062334,0.9889340088354944,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,128,noFPU,noFPU_IM,0,0,0.052,613080000.0,2692.413776617,31880160.0,noFPU_IM_fixed,5.469632461307736e-05,float32,24,5.470059066439592e-05,160,1805,1600,85320.0,1071.923583984375,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,2.1252198947664373e-06,0.6271898416215884,0.4945150674324062,1872.746842946657,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,0,1,True,0.9279518727858468,1893.7025385059658,0.1056760902217357,1.0,1.0,1.0
trmm,float,128,float24,float24_IMF,1,0,0.039,1239760000.0,2299.735565553,48350640.0,float24_IMF_float,7.476856338712216e-06,float24,16,3.814054975436338e-05,160,1805,1600,85320.0,,10245.0,7356.0,6.0,25207.175,1.2207031250000006e-05,0.0001953125,524288.0,45498950.875,0.1615930599369085,0.0580126182965299,0.025,0.1615930599369085,1.8194459997294815e-06,0.951219512195122,1.0,256.0000000464602,0.9557794570389028,0.9798854402557612,0.6,IMFfloat24,1e-05,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,bfloat16,bfloat16_IMFZm,1,1,0.047,578560000.0,1560.689420344,27192320.0,bfloat16_IMFZm_fixed,0.0044419592936515,bfloat16,8,0.0016437849634914,160,1805,1600,5.765625,934.339111328125,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,1.1920928955078125e-07,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,5.0151804495219406e-05,0.533509755195047,0.465402126872275,129907.94212946852,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IMZm,0,1,0.052,597320000.0,1793.823394416,31060640.0,noFPU_IMZm_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.028339153285327e-07,0.6094056867012997,0.480492945283717,0.558411462782916,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IM,0,0,0.052,715500000.0,2506.495922627,37206000.0,noFPU_IM_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.028339153285327e-07,0.72997684463065,0.5755586659587818,0.558411462782916,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,float19,float19_IMFZm,1,1,0.049,578560000.0,1495.403750268,28349440.0,float19_IMFZm_fixed,0.0006871138330685,float19,11,0.0001919953833436,160,1805,1600,5.765625,940.575927734375,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,9.5367431640625e-07,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,1.924015998920175e-05,0.5562122979693043,0.465402126872275,20095.083759590867,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,bfloat16,bfloat16_IMFZm,1,1,0.047,578560000.0,1560.689420344,27192320.0,bfloat16_IMFZm_fixed,0.0044419592936515,bfloat16,8,0.0016437849634914,160,1805,1600,5.765625,934.339111328125,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,1.1920928955078125e-07,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,5.0151804495219406e-05,0.533509755195047,0.465402126872275,129907.94212946852,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.001,0,1,True,1.0116325977740863,6.464662883898993,0.9591836734693877,1.007728721862622,0.996036627032937,0.6666666666666666
trmm,fixed,1,noFPU,noFPU_IMZm,0,1,0.052,597320000.0,1793.823394416,31060640.0,noFPU_IMZm_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.028339153285327e-07,0.6094056867012997,0.480492945283717,0.558411462782916,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IM,0,0,0.052,715500000.0,2506.495922627,37206000.0,noFPU_IM_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.028339153285327e-07,0.72997684463065,0.5755586659587818,0.558411462782916,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,float19,float19_IMFZm,1,1,0.049,578560000.0,1495.403750268,28349440.0,float19_IMFZm_fixed,0.0006871138330685,float19,11,0.0001919953833436,160,1805,1600,5.765625,940.575927734375,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,9.5367431640625e-07,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,1.924015998920175e-05,0.5562122979693043,0.465402126872275,20095.083759590867,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,bfloat16,bfloat16_IMFZm,1,1,0.047,578560000.0,1560.689420344,27192320.0,bfloat16_IMFZm_fixed,0.0044419592936515,bfloat16,8,0.0016437849634914,160,1805,1600,5.765625,934.339111328125,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,1.1920928955078125e-07,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,5.0151804495219406e-05,0.533509755195047,0.465402126872275,129907.94212946852,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.0001,0,1,True,1.0873248468158336,292.7772022706678,0.94,0.9749509299934573,0.9864645370871684,0.6666666666666666
trmm,fixed,1,float24,float24_IMFZm,1,1,0.05,578560000.0,1522.34946007,28928000.0,float24_IMFZm_fixed,1.5171807296474474e-05,float24,16,6.0701968993194735e-06,160,1805,1600,5.765625,925.9541015625,10699.0,7388.0,6.0,13394.331119544591,1.2207031250000006e-05,3.0517578125e-05,524288.0,24176767.670777988,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,3.897135783633714e-06,0.5675635693564329,0.465402126872275,443.7092134290249,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IMZm,0,1,0.052,597320000.0,1793.823394416,31060640.0,noFPU_IMZm_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.028339153285327e-07,0.6094056867012997,0.480492945283717,0.558411462782916,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IM,0,0,0.052,715500000.0,2506.495922627,37206000.0,noFPU_IM_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.028339153285327e-07,0.72997684463065,0.5755586659587818,0.558411462782916,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,float19,float19_IMFZm,1,1,0.049,578560000.0,1495.403750268,28349440.0,float19_IMFZm_fixed,0.0006871138330685,float19,11,0.0001919953833436,160,1805,1600,5.765625,940.575927734375,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,9.5367431640625e-07,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,1.924015998920175e-05,0.5562122979693043,0.465402126872275,20095.083759590867,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.0001,0,1,True,0.375249839800973,45.28885844919524,0.98,0.9674735956631461,0.9903898213318896,1.0
trmm,fixed,1,float24,float24_IMFZm,1,1,0.05,578560000.0,1522.34946007,28928000.0,float24_IMFZm_fixed,1.5171807296474474e-05,float24,16,6.0701968993194735e-06,160,1805,1600,5.765625,925.9541015625,10699.0,7388.0,6.0,13394.331119544591,1.2207031250000006e-05,3.0517578125e-05,524288.0,24176767.670777988,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,3.897135783633714e-06,0.5675635693564329,0.465402126872275,443.7092134290249,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,1e-05,0,1,True,1.906523218142163,774.2400584100657,0.9433962264150944,0.9559506790564689,0.9794511467585841,0.6
trmm,fixed,1,float32,float32_IMFZm,1,1,0.053,578560000.0,1605.585675918,30663680.0,float32_IMFZm_fixed,1.9595740535087288e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,11192.0,7543.0,10.0,13989.634724857686,2.384185791015626e-08,0.0078125,2048.0,25251290.67836812,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,3.028339153285327e-07,0.601617383517819,0.465402126872275,0.5730899720432966,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,1e-05,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IMZm,0,1,0.052,597320000.0,1793.823394416,31060640.0,noFPU_IMZm_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,3.028339153285327e-07,0.6094056867012997,0.480492945283717,0.558411462782916,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,1,noFPU,noFPU_IM,0,0,0.052,715500000.0,2506.495922627,37206000.0,noFPU_IM_fixed,1.9093836343878435e-08,float32,24,1.9093837186289068e-08,160,1805,1600,5.765625,934.18408203125,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,3.028339153285327e-07,0.72997684463065,0.5755586659587818,0.558411462782916,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,bfloat16,bfloat16_IMFZm,1,1,0.046,597460000.0,2240.06690643,27483160.0,bfloat16_IMFZm_fixed,0.0047427867437026,bfloat16,8,0.0028904934955876,160,1805,1600,1341.0,1078.9033203125,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,6.244517862796785e-07,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.000151531508856,0.5406860808622282,0.4819158546815513,166761.618045082,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,noFPU,noFPU_IMZm,0,1,0.052,578680000.0,1644.509831639,30091360.0,noFPU_IMZm_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,9.14999581458612e-07,0.5919981365394089,0.4667677615022262,27.644197325330804,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,noFPU,noFPU_IM,0,0,0.049,738880000.0,2574.680931694,36205120.0,noFPU_IM_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,9.14999581458612e-07,0.7122763335783322,0.5959863199328902,27.644197325330804,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,float19,float19_IMFZm,1,1,0.048,597460000.0,1782.985857696,28678080.0,float19_IMFZm_fixed,0.0007924605820979,float19,11,0.0004372984144164,160,1805,1600,1341.0,1056.41259765625,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,9.5367431640625e-07,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,5.813331151571205e-05,0.564194171334499,0.4819158546815513,27863.788959742444,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,bfloat16,bfloat16_IMFZm,1,1,0.046,597460000.0,2240.06690643,27483160.0,bfloat16_IMFZm_fixed,0.0047427867437026,bfloat16,8,0.0028904934955876,160,1805,1600,1341.0,1078.9033203125,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,6.244517862796785e-07,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.000151531508856,0.5406860808622282,0.4819158546815513,166761.618045082,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.001,0,1,True,1.021199062302165,5.984886631391692,0.9583333333333334,1.007728721862622,0.996036627032937,0.6666666666666666
trmm,fixed,16,noFPU,noFPU_IMZm,0,1,0.052,578680000.0,1644.509831639,30091360.0,noFPU_IMZm_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,9.14999581458612e-07,0.5919981365394089,0.4667677615022262,27.644197325330804,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,noFPU,noFPU_IM,0,0,0.049,738880000.0,2574.680931694,36205120.0,noFPU_IM_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,9.14999581458612e-07,0.7122763335783322,0.5959863199328902,27.644197325330804,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,float19,float19_IMFZm,1,1,0.048,597460000.0,1782.985857696,28678080.0,float19_IMFZm_fixed,0.0007924605820979,float19,11,0.0004372984144164,160,1805,1600,1341.0,1056.41259765625,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,9.5367431640625e-07,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,5.813331151571205e-05,0.564194171334499,0.4819158546815513,27863.788959742444,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,float24,float24_IMFZm,1,1,0.049,597460000.0,1779.154014677,29275540.0,float24_IMFZm_fixed,1.774060196205148e-05,float24,16,1.431538362004206e-05,160,1805,1600,1341.0,1060.99560546875,10699.0,7388.0,6.0,13394.331119544591,1.2207031250000006e-05,3.0517578125e-05,524288.0,24176767.670777988,0.1687539432176656,0.0582649842271293,0.025,0.1687539432176656,1.1775027268804244e-05,0.5759482165706344,0.4819158546815513,623.7791509841019,0.998134154305439,0.9841481284134808,0.6,IMZmFfloat24,0.0001,1,0,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,noFPU,noFPU_IMZm,0,1,0.052,578680000.0,1644.509831639,30091360.0,noFPU_IMZm_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,9.14999581458612e-07,0.5919981365394089,0.4667677615022262,27.644197325330804,0.778244239201418,0.7674170773944319,0.4,IMZm,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,noFPU,noFPU_IM,0,0,0.049,738880000.0,2574.680931694,36205120.0,noFPU_IM_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,9.14999581458612e-07,0.7122763335783322,0.5959863199328902,27.644197325330804,0.7403675716018285,0.7626215532169974,0.4,IM,0.0001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,float19,float19_IMFZm,1,1,0.048,597460000.0,1782.985857696,28678080.0,float19_IMFZm_fixed,0.0007924605820979,float19,11,0.0004372984144164,160,1805,1600,1341.0,1056.41259765625,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,9.5367431640625e-07,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,5.813331151571205e-05,0.564194171334499,0.4819158546815513,27863.788959742444,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.0001,0,1,True,0.3777992892488962,44.66931752333063,0.9795918367346939,0.9674735956631461,0.9903898213318896,1.0
trmm,fixed,16,float32,float32_IMFZm,1,1,0.052,597460000.0,1925.557611067,31067920.0,float32_IMFZm_fixed,7.867106609793647e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,11192.0,7543.0,10.0,13989.634724857686,2.384185791015626e-08,0.0078125,2048.0,25251290.67836812,0.1765299684542586,0.05948738170347,0.0416666666666666,0.1765299684542586,9.14999581458612e-07,0.6112103522790406,0.4819158546815513,27.66161538518068,1.044127250676369,1.0047955241774345,1.0,IMZmFfloat32,1e-05,0,1,True,4.810844460767533,1.0006300801446641,1.0324531692818137,1.3416446895228962,1.309321298385697,2.5
trmm,fixed,16,noFPU,noFPU_IMZm,0,1,0.052,578680000.0,1644.509831639,30091360.0,noFPU_IMZm_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,9.14999581458612e-07,0.5919981365394089,0.4667677615022262,27.644197325330804,0.778244239201418,0.7674170773944319,0.4,IMZm,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,16,noFPU,noFPU_IM,0,0,0.049,738880000.0,2574.680931694,36205120.0,noFPU_IM_fixed,7.862152823405304e-07,float32,24,7.862161855029467e-07,160,1805,1600,1341.0,1052.4072265625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,9.14999581458612e-07,0.7122763335783322,0.5959863199328902,27.644197325330804,0.7403675716018285,0.7626215532169974,0.4,IM,1e-05,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.046,597460000.0,2238.839701699,27483160.0,bfloat16_IMFZm_fixed,0.004753287951355,bfloat16,8,0.0028568560279561,160,1805,1600,5346.0,1059.090087890625,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,2.489425241947175e-06,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0002006199266406,0.5406860808622282,0.4819158546815513,165832.50173445803,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,noFPU,noFPU_IMZm,0,1,0.052,578680000.0,1103.762967042,30091360.0,noFPU_IMZm_fixed,3.3483185070243544e-06,float32,24,3.3483343405582017e-06,160,1805,1600,5346.0,1055.67431640625,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.2114124005904714e-06,0.5919981365394089,0.4667677615022262,116.81598933330947,0.778244239201418,0.7674170773944319,0.4,IMZm,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,noFPU,noFPU_IM,0,0,0.049,738880000.0,2211.268070139,36205120.0,noFPU_IM_fixed,3.3483185070243544e-06,float32,24,3.3483343405582017e-06,160,1805,1600,5346.0,1055.67431640625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.2114124005904714e-06,0.7122763335783322,0.5959863199328902,116.81598933330947,0.7403675716018285,0.7626215532169974,0.4,IM,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,float19,float19_IMFZm,1,1,0.048,597460000.0,1753.798179084,28678080.0,float19_IMFZm_fixed,0.0007457914252959,float19,11,0.0004195814684125,160,1805,1600,5346.0,1060.27392578125,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,2.489425241947175e-06,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,7.69655154871869e-05,0.564194171334499,0.4819158546815513,26019.138561481497,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.01,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.046,597460000.0,2238.839701699,27483160.0,bfloat16_IMFZm_fixed,0.004753287951355,bfloat16,8,0.0028568560279561,160,1805,1600,5346.0,1059.090087890625,10431.0,7288.0,4.0,12505.559772296016,0.0062499999999999,2.489425241947175e-06,134217728.0,22572535.388994303,0.1645268138801262,0.0574763406940063,0.0166666666666666,0.1645268138801262,0.0002006199266406,0.5406860808622282,0.4819158546815513,165832.50173445803,0.9731318219983208,0.9708272279206074,0.4,IMZmFbfloat16,0.001,0,1,True,1.0240708859782794,6.37348163324496,0.9583333333333334,1.007728721862622,0.996036627032937,0.6666666666666666
trmm,fixed,32,noFPU,noFPU_IMZm,0,1,0.052,578680000.0,1103.762967042,30091360.0,noFPU_IMZm_fixed,3.3483185070243544e-06,float32,24,3.3483343405582017e-06,160,1805,1600,5346.0,1055.67431640625,8342.0,5761.0,4.0,14138.862944162436,2.384185791015626e-08,0.0078125,2048.0,25520647.6142132,0.131577287066246,0.0454337539432176,0.0166666666666666,0.131577287066246,1.2114124005904714e-06,0.5919981365394089,0.4667677615022262,116.81598933330947,0.778244239201418,0.7674170773944319,0.4,IMZm,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,noFPU,noFPU_IM,0,0,0.049,738880000.0,2211.268070139,36205120.0,noFPU_IM_fixed,3.3483185070243544e-06,float32,24,3.3483343405582017e-06,160,1805,1600,5346.0,1055.67431640625,7936.0,5725.0,4.0,17954.5875,2.384185791015626e-08,0.0078125,2048.0,32408030.437500004,0.125173501577287,0.0451498422712933,0.0166666666666666,0.125173501577287,1.2114124005904714e-06,0.7122763335783322,0.5959863199328902,116.81598933330947,0.7403675716018285,0.7626215532169974,0.4,IM,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
trmm,fixed,32,float19,float19_IMFZm,1,1,0.048,597460000.0,1753.798179084,28678080.0,float19_IMFZm_fixed,0.0007457914252959,float19,11,0.0004195814684125,160,1805,1600,5346.0,1060.27392578125,10351.0,7317.0,6.0,13096.679316888043,0.0006024261036749,2.489425241947175e-06,16777216.0,23639506.166982923,0.1632649842271293,0.0577050473186119,0.025,0.1632649842271293,7.69655154871869e-05,0.564194171334499,0.4819158546815513,26019.138561481497,0.9656684392200764,0.9746902890635408,0.6,IMZmFfloat19,0.001,1,1,True,0.0,1.0,1.0,1.0,1.0,1.0
