bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp,energy_per_op,rel_err_pred,rel_err_pred_formal,fix_err_eq_fl_err,energy_pred,lut_share,ff_share,dsp_share,max_area_share,ml_error,energy_gain_rel,time_gain_rel,error_gain_rel,lut_gain_rel,ff_gain_rel,dsp_gain_rel,canon_arch
atax,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.046,593640000.0,639.910481481,27307440.0,bfloat16_IMFZm_fixed,0.0034085889450523,bfloat16,8,0.0024368750994291,22,2244,1760,492.256012,1026.267822265625,10431.0,7288.0,4.0,12505.559772296016,0.09090909090909091,2.292245682328939e-07,134217728.0,28062476.129032258,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0010199413679027258,0.5514722721373967,0.4915296338615927,51934.15643893343,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
bicg,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.04,507200000.0,800.722959869,20288000.0,bfloat16_IMFZm_fixed,0.0047619345187519,bfloat16,8,0.0030352534335415,42,2242,1760,109.454552,1073.736572265625,10431.0,7288.0,4.0,12505.559772296016,0.0476190476190476,1.1920928955078125e-07,134217728.0,28037465.009487666,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.00042070795066663985,0.49580636962599467,0.49580636962599467,101655.25108030334,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemm,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.045,1605480000.0,1988.511047633,72246600.0,bfloat16_IMFZm_fixed,0.0041719383805954,bfloat16,8,0.0039852175369272,120,6352,5880,103.839996,1127.1796875,10431.0,7288.0,4.0,12505.559772296016,0.033333333333333326,1.1920928955078125e-07,134217728.0,79435315.67362429,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0007998380366521828,0.5383592095724996,0.4546144436389996,133439.43678121996,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemver,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.046,982140000.0,5391.910898262,45178440.0,bfloat16_IMFZm_fixed,0.0043925289483699,bfloat16,8,0.0028693738366492,440,4640,4020,3285.157471,1555.14892578125,10431.0,7288.0,4.0,12505.559772296016,0.009090909090909089,1.5297706569544994e-06,134217728.0,58025797.34345351,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.00031143810575119375,0.5551087991837481,0.49477088622899285,116834.1643398698,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gesummv,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.037,278940000.0,497.436999916,10320780.0,bfloat16_IMFZm_fixed,0.0048118289005056,bfloat16,8,0.0033143616140593,16,1600,1072,181.200012,1062.513671875,10431.0,7288.0,4.0,12505.559772296016,0.0625,1.1920928955078125e-07,134217728.0,20008895.635673624,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0006600870753803277,0.43006117074471634,0.4649309953996933,132292.3752097638,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
lu,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.044,1933500000.0,6186.576252354,85074000.0,bfloat16_IMFZm_fixed,0.0033504125692317,bfloat16,8,0.0025246549044873,400,21550,5130,32.689999,1053.220947265625,10431.0,7288.0,4.0,12505.559772296016,0.03999999999999999,1.1920928955078125e-07,134217728.0,269494813.09297913,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.001395069995111321,0.4959627602938769,0.47341899846233704,13894.11980904295,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
ludcmp,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.046,1640520000.0,1983.148706499,75463920.0,bfloat16_IMFZm_fixed,0.0039105464858604,bfloat16,8,0.0022773479121618,20,22390,5910,32.689999,1227.3427734375,10431.0,7288.0,4.0,12505.559772296016,0.7999999999999998,1.1920928955078125e-07,134217728.0,279999483.3017078,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.02163716734158433,0.4289438502673797,0.391644385026738,168.5189664855749,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
mvt,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.043,525940000.0,815.236351858,22615420.0,bfloat16_IMFZm_fixed,0.0037876455143615,bfloat16,8,0.0020908369866614,40,2080,1600,81.799995,1052.302490234375,10431.0,7288.0,4.0,12505.559772296016,0.04999999999999999,1.1920928955078125e-07,134217728.0,26011564.32637571,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0003693656157885945,0.5319828300819824,0.4824960551906352,89204.93342588953,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
symm,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.044,1044960000.0,2247.371670416,45978240.0,bfloat16_IMFZm_fixed,0.0044903361917555,bfloat16,8,0.0027928479310994,160,4935,4560,688.320007,1164.583251953125,10431.0,7288.0,4.0,12505.559772296016,0.024999999999999994,3.205239805392921e-07,134217728.0,61714937.47628084,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0006166818349197562,0.5347199834763107,0.4739563489903663,119153.34644093394,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
syr2k,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.044,1941340000.0,3568.414237525,85418960.0,bfloat16_IMFZm_fixed,0.0038340381817366,bfloat16,8,0.0027432461471643,256,8872,8296,127.73999,1173.788330078125,10431.0,7288.0,4.0,12505.559772296016,0.03125,1.1920928955078125e-07,134217728.0,110949326.29981025,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0007056301622146337,0.6934134981700057,0.614616509741596,109508.30905155733,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
syrk,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.044,1330940000.0,3446.61157136,58561360.0,bfloat16_IMFZm_fixed,0.0044861187000478,bfloat16,8,0.0028494307529112,256,4632,4216,106.578751,1074.02294921875,10431.0,7288.0,4.0,12505.559772296016,0.015625,1.1920928955078125e-07,134217728.0,57925752.865275145,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0002516299389522296,0.6171593287958,0.5470275868871864,244227.43930908872,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
trmm,fixed,4,bfloat16,bfloat16_IMFZm,1,1,0.047,597460000.0,2129.952885848,28080620.0,bfloat16_IMFZm_fixed,0.0046677139103787,bfloat16,8,0.0031744788459799,160,1805,1600,85.5,1070.274658203125,10431.0,7288.0,4.0,12505.559772296016,0.006249999999999999,1.1920928955078125e-07,134217728.0,22572535.388994306,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,8.668121199494091e-05,0.5524401260983637,0.4819158546815513,150122.77342766846,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
2mm,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.034,3617300000.0,1290.569887527,122988200.0,bfloat16_IMFZm_float,0.0036177457803281,bfloat16,8,0.0312375799537657,112,5700,5232,20595709952.0,,10431.0,7288.0,4.0,23163.35,0.035714285714285726,0.2857142857142858,134217728.0,132031094.99999999,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.01042701926751964,0.8717948717948718,1.0,96733.13920972409,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
3mm,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.035,3896840000.0,1050.210780817,136389400.0,bfloat16_IMFZm_float,0.0075281276023797,bfloat16,8,0.0556945520187737,72,5220,4800,59685158912.0,,10431.0,7288.0,4.0,23163.35,0.055555555555555566,0.44444444444444453,134217728.0,120912686.99999999,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.014062083193493743,0.8536585365853658,1.0,114345.45170634726,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
atax,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.035,1207740000.0,457.534531969,42270900.00000001,bfloat16_IMFZm_float,0.0042700988358607,bfloat16,8,0.0644477460610011,22,2244,1760,8258685440.0,,10431.0,7288.0,4.0,23163.35,0.09090909090909091,0.7272727272727273,134217728.0,51978557.4,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.008478596573422294,0.8536585365853661,1.0,65060.34741243769,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
bicg,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.035,1022980000.0,514.170029356,35804300.0,bfloat16_IMFZm_float,0.0035178455746338,bfloat16,8,0.0239894151058488,42,2242,1760,7173213.5,,10431.0,7288.0,4.0,23163.35,0.0476190476190476,0.3809523809523808,134217728.0,51932230.699999996,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.003956521638539631,0.875,1.0,75097.10050462047,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemm,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.033,3531520000.0,1078.533650921,116540160.0,bfloat16_IMFZm_float,0.0014811550970912,bfloat16,8,0.0158532214934028,120,6352,5880,6554583.0,,10431.0,7288.0,4.0,23163.35,0.033333333333333326,0.2666666666666666,134217728.0,147133599.2,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.011166793752309183,0.868421052631579,1.0,46021.73652073737,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemver,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.035,1985040000.0,2402.281486315,69476400.0,bfloat16_IMFZm_float,0.0054239488950112,bfloat16,8,0.0138985360684763,440,4640,4020,1324064060735488.0,,10431.0,7288.0,4.0,23163.35,0.009090909090909089,0.07272727272727271,134217728.0,107477944.0,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.001776995844589543,0.8536585365853658,1.0,130755.00921297599,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gesummv,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.035,599960000.0,347.64384997,20998600.000000004,bfloat16_IMFZm_float,0.0065109355222087,bfloat16,8,0.0089804131896198,16,1600,1072,11875124.0,,10431.0,7288.0,4.0,23163.35,0.0625,0.5,134217728.0,37061360.0,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.005525662121481007,0.8750000000000001,1.0,179006.18307107865,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
lu,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.036,4072720000.0,3379.850528347,146617920.0,bfloat16_IMFZm_float,0.0170103814232518,bfloat16,8,0.0294515432164485,400,21550,5130,8368.639648,,10431.0,7288.0,4.0,23163.35,0.03999999999999999,0.3199999999999999,134217728.0,499170192.49999994,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.03632056755732833,0.8547503151579428,0.9972087010175998,70541.84301438922,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
ludcmp,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.036,4176200000.0,2477.412939025,150343200.0,bfloat16_IMFZm_float,1.1411990298485073,bfloat16,8,0.9633309296632904,20,22390,5910,8368.639648,,10431.0,7288.0,4.0,23163.35,0.7999999999999998,6.399999999999999,134217728.0,518627406.49999994,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.9539189210664555,0.8545645530939648,0.9969919786096256,49178.211219268574,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
mvt,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.034,1090040000.0,592.984783876,37061360.0,bfloat16_IMFZm_float,0.0053330226894509,bfloat16,8,0.0261859968349067,40,2080,1600,5217177.5,,10431.0,7288.0,4.0,23163.35,0.04999999999999999,0.3999999999999999,134217728.0,48179768.0,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.003556493692705308,0.8717948717948718,1.0,108942.43630953133,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
symm,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.034,2204760000.0,1508.309129977,74961840.0,bfloat16_IMFZm_float,0.0038968340625661,bfloat16,8,0.0159202548971078,160,4935,4560,44827728.0,,10431.0,7288.0,4.0,23163.35,0.024999999999999994,0.19999999999999996,134217728.0,114311132.25,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.00497161492939437,0.8717948717948718,1.0,113898.2907078172,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
syr2k,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.034,3158620000.0,2160.507732085,107393080.0,bfloat16_IMFZm_float,0.0035688762762545,bfloat16,8,0.0115241151686064,256,8872,8296,8120893.0,,10431.0,7288.0,4.0,23163.35,0.03125,0.25,134217728.0,205505241.2,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.009977416425347541,0.8717948717948718,1.0,105425.5454891241,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
syrk,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.034,2433040000.0,1679.881604792,82723360.0,bfloat16_IMFZm_float,0.0073251359238202,bfloat16,8,0.0105323786370036,256,4632,4216,6765404.0,,10431.0,7288.0,4.0,23163.35,0.015625,0.125,134217728.0,107292637.19999999,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.002593265498589139,0.8717948717948718,1.0,367490.25271279016,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
trmm,float,1024,bfloat16,bfloat16_IMFZm,1,1,0.036,1239760000.0,916.622824317,44631360.0,bfloat16_IMFZm_float,0.0036124795261703,bfloat16,8,0.0101155634146686,160,1805,1600,5456448.0,,10431.0,7288.0,4.0,23163.35,0.006249999999999999,0.04999999999999999,134217728.0,41809846.75,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0006064700570013547,0.8780487804878049,1.0,126069.09625714207,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
2mm,float,8,bfloat16,bfloat16_IMFZm,1,1,0.034,3617300000.0,2472.528336371,122988200.0,bfloat16_IMFZm_float,0.0034213331806596,bfloat16,8,0.0311750022693677,112,5700,5232,9820.799805,,10431.0,7288.0,4.0,23163.35,0.035714285714285726,0.2857142857142858,134217728.0,132031094.99999999,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.008986718778306252,0.8717948717948718,1.0,90613.57481718097,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
3mm,float,8,bfloat16,bfloat16_IMFZm,1,1,0.035,3896840000.0,2061.550321371,136389400.0,bfloat16_IMFZm_float,0.0075281276023797,bfloat16,8,0.0556945520187737,72,5220,4800,222.344543,,10431.0,7288.0,4.0,23163.35,0.055555555555555566,0.44444444444444453,134217728.0,120912686.99999999,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.011533761418298585,0.8536585365853658,1.0,114345.45170634726,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
atax,float,8,bfloat16,bfloat16_IMFZm,1,1,0.035,1207740000.0,891.289159,42270900.00000001,bfloat16_IMFZm_float,0.0042700988358607,bfloat16,8,0.0644477460610011,22,2244,1760,3938.048096,,10431.0,7288.0,4.0,23163.35,0.09090909090909091,0.7272727272727273,134217728.0,51978557.4,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.00730743476013697,0.8536585365853661,1.0,65060.34741243769,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
bicg,float,8,bfloat16,bfloat16_IMFZm,1,1,0.034,1022980000.0,1050.669561741,34781320.0,bfloat16_IMFZm_float,0.0035178455746338,bfloat16,8,0.0239894151058488,42,2242,1760,437.818207,,10431.0,7288.0,4.0,23163.35,0.0476190476190476,0.3809523809523808,134217728.0,51932230.699999996,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0035832259576637124,0.85,1.0,75097.10050462047,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemm,float,8,bfloat16,bfloat16_IMFZm,1,1,0.033,3531520000.0,2501.770268452,116540160.0,bfloat16_IMFZm_float,0.0029482995229979,bfloat16,8,0.0170844182880451,120,6352,5880,407.679993,,10431.0,7288.0,4.0,23163.35,0.033333333333333326,0.2666666666666666,134217728.0,147133599.2,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.010115161668581606,0.868421052631579,1.0,112437.51692632644,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemver,float,8,bfloat16,bfloat16_IMFZm,1,1,0.035,1985040000.0,6084.774806684,69476400.0,bfloat16_IMFZm_float,0.0046105519515829,bfloat16,8,0.0129417298039327,440,4640,4020,65965.640625,,10431.0,7288.0,4.0,23163.35,0.009090909090909089,0.07272727272727271,134217728.0,107477944.0,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0013946724157472123,0.8536585365853658,1.0,123583.50262138956,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gesummv,float,8,bfloat16,bfloat16_IMFZm,1,1,0.035,599960000.0,662.047950903,20998600.000000004,bfloat16_IMFZm_float,0.0065109355222087,bfloat16,8,0.0089804131896198,16,1600,1072,724.800049,,10431.0,7288.0,4.0,23163.35,0.0625,0.5,134217728.0,37061360.0,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0050043188830448705,0.8750000000000001,1.0,179006.18307107865,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
lu,float,8,bfloat16,bfloat16_IMFZm,1,1,0.036,4072720000.0,7505.11620588,146617920.0,bfloat16_IMFZm_float,0.0170103814232518,bfloat16,8,0.0294515432164485,400,21550,5130,65.379997,,10431.0,7288.0,4.0,23163.35,0.03999999999999999,0.3199999999999999,134217728.0,499170192.49999994,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.03456471270540166,0.8547503151579428,0.9972087010175998,70541.84301438922,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
ludcmp,float,8,bfloat16,bfloat16_IMFZm,1,1,0.036,4176200000.0,3535.589867153,150343200.0,bfloat16_IMFZm_float,1.1411990298485073,bfloat16,8,0.9633309296632904,20,22390,5910,65.379997,,10431.0,7288.0,4.0,23163.35,0.7999999999999998,6.399999999999999,134217728.0,518627406.49999994,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.9078033651006655,0.8545645530939648,0.9969919786096256,49178.211219268574,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
mvt,float,8,bfloat16,bfloat16_IMFZm,1,1,0.034,1090040000.0,1006.685886527,37061360.0,bfloat16_IMFZm_float,0.0045477203969399,bfloat16,8,0.0265358653995294,40,2080,1600,322.399994,,10431.0,7288.0,4.0,23163.35,0.04999999999999999,0.3999999999999999,134217728.0,48179768.0,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.003221347891350798,0.8717948717948718,1.0,79082.49632829572,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
symm,float,8,bfloat16,bfloat16_IMFZm,1,1,0.034,2204760000.0,2486.368261653,74961840.0,bfloat16_IMFZm_float,0.0043463117310675,bfloat16,8,0.0161948013210036,160,4935,4560,2744.640137,,10431.0,7288.0,4.0,23163.35,0.024999999999999994,0.19999999999999996,134217728.0,114311132.25,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.004502689593518705,0.8717948717948718,1.0,124426.16227659235,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
syr2k,float,8,bfloat16,bfloat16_IMFZm,1,1,0.034,3158620000.0,3951.754886996,107393080.0,bfloat16_IMFZm_float,0.0036267400199878,bfloat16,8,0.011526275106269,256,8872,8296,503.279968,,10431.0,7288.0,4.0,23163.35,0.03125,0.25,134217728.0,205505241.2,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.009037460543925546,0.8717948717948718,1.0,113829.78147506218,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
syrk,float,8,bfloat16,bfloat16_IMFZm,1,1,0.034,2433040000.0,3649.28265786,82723360.0,bfloat16_IMFZm_float,0.0074548298903977,bfloat16,8,0.0112587675001421,256,4632,4216,419.595001,,10431.0,7288.0,4.0,23163.35,0.015625,0.125,134217728.0,107292637.19999999,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0023489765169524925,0.8717948717948718,1.0,362447.74094179604,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
trmm,float,8,bfloat16,bfloat16_IMFZm,1,1,0.036,1239760000.0,2310.884867635,44631360.0,bfloat16_IMFZm_float,0.0032412719850567,bfloat16,8,0.009318112321705,160,1805,1600,337.5,,10431.0,7288.0,4.0,23163.35,0.006249999999999999,0.04999999999999999,134217728.0,41809846.75,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0005493246393016161,0.8780487804878049,1.0,112593.52661428213,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
2mm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.041,1432560000.0,1792.579698306,58734960.0,bfloat16_IMFZm_fixed,0.0040449233075884,bfloat16,8,0.0026897561340511,112,5700,5232,628531.1875,1266.67431640625,10431.0,7288.0,4.0,12505.559772296016,0.035714285714285726,0.0002926826418843117,134217728.0,71281690.70208728,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.004219783811599192,0.41633942868565377,0.39603018826196335,107050.28571631854,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
3mm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.044,1537260000.0,1413.715542618,67639440.0,bfloat16_IMFZm_fixed,0.0043783685422095,bfloat16,8,0.0031153342343562,72,5220,4800,56920.203125,1376.815185546875,10431.0,7288.0,4.0,12505.559772296016,0.055555555555555566,2.650553506100551e-05,134217728.0,65279022.0113852,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.003365387262835407,0.4233539070180942,0.3944888679032241,66503.45944422463,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
atax,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.045,593680000.0,662.173754172,26715600.0,bfloat16_IMFZm_fixed,0.0034085889450523,bfloat16,8,0.0024368750994291,22,2244,1760,252035.078125,1042.902099609375,10431.0,7288.0,4.0,12505.559772296016,0.09090909090909091,0.00011736297892639413,134217728.0,28062476.129032258,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0036168311209268484,0.5395200953847682,0.49156275357278884,51934.15643893343,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
bicg,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.04,507200000.0,864.837318832,20288000.0,bfloat16_IMFZm_fixed,0.0047619345187519,bfloat16,8,0.0033451874020121,42,2242,1760,7005.091309,1065.059326171875,10431.0,7288.0,4.0,12505.559772296016,0.0476190476190476,3.261999836657191e-06,134217728.0,28037465.009487666,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0009783240625142959,0.49580636962599467,0.49580636962599467,101655.25108030334,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.045,1589460000.0,1963.197637095,71525700.0,bfloat16_IMFZm_fixed,0.0050591358933535,bfloat16,8,0.0027178631965126,120,6352,5880,6430.719727,1111.087646484375,10431.0,7288.0,4.0,12505.559772296016,0.033333333333333326,2.9945372263900985e-06,134217728.0,79435315.67362429,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0018475891774438478,0.5329872868220751,0.450078153316419,185097.47456405745,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gemver,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.047,994380000.0,5238.991347403,46735860.0,bfloat16_IMFZm_fixed,0.0045993942025455,bfloat16,8,0.0028930623433228,440,4640,4020,45254740.0,1580.47021484375,10431.0,7288.0,4.0,12505.559772296016,0.009090909090909089,0.021073380485177037,134217728.0,58025797.34345351,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.002154076546373934,0.5742448637761677,0.5009370088260187,115963.63558188143,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
gesummv,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.037,279240000.0,532.348423223,10331880.0,bfloat16_IMFZm_fixed,0.0051741477410853,bfloat16,8,0.0035826019574069,16,1600,1072,11596.800781,1068.711669921875,10431.0,7288.0,4.0,12505.559772296016,0.0625,5.40018118033185e-06,134217728.0,20008895.635673624,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0015349818530367557,0.43052370158010533,0.465431028735249,142253.6645645245,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
lu,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.043,1933500000.0,6233.8402974,83140500.0,bfloat16_IMFZm_fixed,0.0033504125692317,bfloat16,8,0.0026553738587357,400,21550,5130,261.519989,1057.119384765625,10431.0,7288.0,4.0,12505.559772296016,0.03999999999999999,1.2177973473444581e-07,134217728.0,269494813.09297913,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0021273894693985937,0.484690879378107,0.47341899846233704,13894.11980904295,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
ludcmp,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.044,1684380000.0,1967.00165398,74112720.0,bfloat16_IMFZm_fixed,0.0039558477254363,bfloat16,8,0.0022773479121618,20,22390,5910,261.519989,1229.600341796875,10431.0,7288.0,4.0,12505.559772296016,0.7999999999999998,1.2177973473444581e-07,134217728.0,279999483.3017078,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.032995249063778036,0.42126350540216084,0.4021151642475172,170.47115350123866,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
mvt,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.043,525640000.0,842.07297223,22602520.0,bfloat16_IMFZm_fixed,0.0054035681651732,bfloat16,8,0.0032123547232453,40,2080,1600,5110.399902,1055.594482421875,10431.0,7288.0,4.0,12505.559772296016,0.04999999999999999,2.3797153970226633e-06,134217728.0,26011564.32637571,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0008547365143304071,0.5316793832077675,0.4822208359326263,128234.97065130771,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
symm,fixed,32,bfloat16,bfloat16_IMFZm,1,1,0.042,1061120000.0,2331.618848639,44567040.0,bfloat16_IMFZm_fixed,0.0045525586518966,bfloat16,8,0.0031388888383437,160,4935,4560,43810.558594,1166.437255859375,10431.0,7288.0,4.0,12505.559772296016,0.024999999999999994,2.040088111255318e-05,134217728.0,61714937.47628084,0.1645268138801262,0.05747634069400631,0.016666666666666666,0.1645268138801262,0.0014324447630746774,0.5183079407212646,0.48128594495546,124069.52075542862,0.9731318219983207,0.9708272279206074,0.4,IMZmFbfloat16
