bench,taffo_conf,scale,fpu_conf,arch,hw_float_support,hw_fixed_support,dynamic_pwr,time,sim_time,energy,hw_sw_config,rel_err_run,float_type_equivalent,mantissa,rel_err_sim,output_size,float_op_count_default,kernel_float_op_count_default,var_max,compile_time,lut,ff,dsp
gesummv,fixed,1024,float24,float24_IMF,1,0,0.037,379820000.0,1106.919247824,14053340.0,float24_IMF_fixed,0.004734465770259732,float24,16,0.0047369169625315,16,1600,1072,11875124.0,1072.538818359375,10245.0,7356.0,6.0
lu,fixed,1024,float24,float24_IMF,1,0,0.042,3126500000.0,6497.77607185,131313000.00000001,float24_IMF_fixed,0.044726877216687985,float24,16,0.0588523941675153,400,21550,5130,8368.639648,1070.386962890625,10245.0,7356.0,6.0
ludcmp,fixed,1024,float24,float24_IMF,1,0,0.043,3222800000.0,2770.131814961,138580400.0,float24_IMF_fixed,14.772257853543346,float24,16,,1,22390,5910,8368.639648,1236.48095703125,10245.0,7356.0,6.0
mvt,fixed,1024,float24,float24_IMF,1,0,0.044,609960000.0,1333.911552752,26838240.0,float24_IMF_fixed,0.0013641592435347828,float24,16,0.0013668035662188,40,2080,1600,5217177.5,1069.799072265625,10245.0,7356.0,6.0
symm,fixed,1024,float24,float24_IMF,1,0,0.031,2622700000.0,2737.145585387,81303700.0,float24_IMF_fixed,0.0009481286227858469,float24,16,0.0008936281546415,160,4935,4560,44827728.0,1159.8095703125,10245.0,7356.0,6.0
syr2k,fixed,1024,float24,float24_IMF,1,0,0.043,2883440000.0,4096.845125276,123987919.99999999,float24_IMF_fixed,0.0011017236479679273,float24,16,0.0010883111639847,256,8872,8296,8120893.0,1178.841796875,10245.0,7356.0,6.0
syrk,fixed,1024,float24,float24_IMF,1,0,0.043,1480700000.0,3468.430467991,63670099.99999999,float24_IMF_fixed,2.2089172414647095e-05,float24,16,1.335892733502008e-05,256,4632,4216,6765404.0,1026.44677734375,10245.0,7356.0,6.0
trmm,fixed,1024,float24,float24_IMF,1,0,0.032,1381540000.0,2226.664912319,44209280.0,float24_IMF_fixed,0.0009497163015747587,float24,16,0.0008841946618694,160,1805,1600,5456448.0,1070.842529296875,10245.0,7356.0,6.0
2mm,fixed,8,float24,float24_IMF,1,0,0.045,1753000000.0,2455.785821189,78885000.0,float24_IMF_fixed,2.133730678094718e-05,float24,16,1.213996810654141e-05,112,5700,5232,9820.799805,1279.818359375,10245.0,7356.0,6.0
3mm,fixed,8,float24,float24_IMF,1,0,0.045,1951900000.0,2073.3812885,87835500.0,float24_IMF_fixed,2.4270252378406103e-05,float24,16,1.2696629646171295e-05,72,5220,4800,222.344543,1360.89306640625,10245.0,7356.0,6.0
atax,fixed,8,float24,float24_IMF,1,0,0.049,702240000.0,1284.048885033,34409760.0,float24_IMF_fixed,1.9122518669002774e-05,float24,16,8.897314735285812e-06,22,2244,1760,3938.048096,1024.237548828125,10245.0,7356.0,6.0
bicg,fixed,8,float24,float24_IMF,1,0,0.042,657100000.0,1479.039419592,27598200.0,float24_IMF_fixed,2.4266926373906866e-05,float24,16,1.171295566887601e-05,42,2242,1760,437.818207,1057.20849609375,10245.0,7356.0,6.0
gemm,fixed,8,float24,float24_IMF,1,0,0.044,1920860000.0,2562.528088673,84517840.0,float24_IMF_fixed,2.5715392088342757e-05,float24,16,1.4834549691027074e-05,120,6352,5880,407.679993,1119.84521484375,10245.0,7356.0,6.0
gemver,fixed,8,float24,float24_IMF,1,0,0.048,1340740000.0,5896.185871781,64355520.0,float24_IMF_fixed,2.2366340245970456e-05,float24,16,1.092805796703074e-05,440,4640,4020,65965.640625,1569.162353515625,10245.0,7356.0,6.0
gesummv,fixed,8,float24,float24_IMF,1,0,0.038,386820000.0,1189.052093146,14699160.0,float24_IMF_fixed,2.4233359608374708e-05,float24,16,1.3548250773902544e-05,16,1600,1072,724.800049,1067.462158203125,10245.0,7356.0,6.0
lu,fixed,8,float24,float24_IMF,1,0,0.043,3500960000.0,7075.630339987,150541280.0,float24_IMF_fixed,1.5643859301667524e-05,float24,16,9.31587328768184e-06,400,21550,5130,65.379997,1066.46875,10245.0,7356.0,6.0
ludcmp,fixed,8,float24,float24_IMF,1,0,0.042,3601700000.0,3296.687602564,151271400.0,float24_IMF_fixed,2.3768957784979447e-05,float24,16,2.564540043102513e-05,20,22390,5910,65.379997,1294.830810546875,10245.0,7356.0,6.0
mvt,fixed,8,float24,float24_IMF,1,0,0.046,624260000.0,1501.548823189,28715960.0,float24_IMF_fixed,1.9479046752069485e-05,float24,16,1.272516821269735e-05,40,2080,1600,322.399994,1056.80859375,10245.0,7356.0,6.0
symm,fixed,8,float24,float24_IMF,1,0,0.046,1339180000.0,2845.611978585,61602280.0,float24_IMF_fixed,4.024115929985461e-05,float24,16,2.921744636631702e-05,160,4935,4560,2744.640137,1164.1865234375,10245.0,7356.0,6.0
syr2k,fixed,8,float24,float24_IMF,1,0,0.045,2882740000.0,4447.585857777,129723300.0,float24_IMF_fixed,1.9027335860486262e-05,float24,16,1.014307210116129e-05,256,8872,8296,503.279968,1153.838134765625,10245.0,7356.0,6.0
syrk,fixed,8,float24,float24_IMF,1,0,0.043,1478980000.0,3926.043835061,63596139.99999999,float24_IMF_fixed,2.0938544368433206e-05,float24,16,7.355451338531825e-06,256,4632,4216,419.595001,1032.1708984375,10245.0,7356.0,6.0
trmm,fixed,8,float24,float24_IMF,1,0,0.049,716080000.0,2470.556249428,35087920.0,float24_IMF_fixed,1.6638604794019104e-05,float24,16,1.4377731192699627e-05,160,1805,1600,337.5,1056.755126953125,10245.0,7356.0,6.0
2mm,fixed,32,float24,float24_IMF,1,0,0.045,1755580000.0,2454.308169701,79001100.0,float24_IMF_fixed,3.618907233398046e-05,float24,16,2.537496483880908e-05,112,5700,5232,628531.1875,1289.249267578125,10245.0,7356.0,6.0
3mm,fixed,32,float24,float24_IMF,1,0,0.046,1921560000.0,2071.656483162,88391760.0,float24_IMF_fixed,2.6488709796271066e-05,float24,16,1.3417131654555256e-05,72,5220,4800,56920.203125,1365.47412109375,10245.0,7356.0,6.0
atax,fixed,32,float24,float24_IMF,1,0,0.048,695180000.0,1296.356044306,33368640.0,float24_IMF_fixed,2.0764836486096406e-05,float24,16,1.1316839512811884e-05,22,2244,1760,252035.078125,1027.8623046875,10245.0,7356.0,6.0
bicg,fixed,32,float24,float24_IMF,1,0,0.041,646180000.0,1471.235095142,26493380.0,float24_IMF_fixed,2.4266926373906866e-05,float24,16,1.3566421308416824e-05,42,2242,1760,7005.091309,1057.345458984375,10245.0,7356.0,6.0
gemm,fixed,32,float24,float24_IMF,1,0,0.046,1889940000.0,2617.672851873,86937240.0,float24_IMF_fixed,6.730669845659411e-05,float24,16,5.445921001475812e-05,120,6352,5880,6430.719727,1131.144775390625,10245.0,7356.0,6.0
gemver,fixed,32,float24,float24_IMF,1,0,0.048,1292420000.0,5970.860108318,62036160.0,float24_IMF_fixed,2.8323137207394822e-05,float24,16,1.5919425448856796e-05,440,4640,4020,45254740.0,1557.73828125,10245.0,7356.0,6.0
gesummv,fixed,32,float24,float24_IMF,1,0,0.038,365820000.0,1174.534868146,13901160.0,float24_IMF_fixed,2.4233359608374708e-05,float24,16,1.3548250773902544e-05,16,1600,1072,11596.800781,1065.210205078125,10245.0,7356.0,6.0
lu,fixed,32,float24,float24_IMF,1,0,0.043,3492800000.0,7085.211706034,150190400.0,float24_IMF_fixed,7.05182711341693e-05,float24,16,6.179722454258623e-05,400,21550,5130,261.519989,1047.434326171875,10245.0,7356.0,6.0
ludcmp,fixed,32,float24,float24_IMF,1,0,0.042,3644560000.0,3237.325614514,153071520.0,float24_IMF_fixed,0.0003732046742258005,float24,16,0.0003796744247528,20,22390,5910,261.519989,1229.726806640625,10245.0,7356.0,6.0
mvt,fixed,32,float24,float24_IMF,1,0,0.046,611400000.0,1451.48588447,28124400.0,float24_IMF_fixed,5.9495486396594475e-05,float24,16,5.084347380297462e-05,40,2080,1600,5110.399902,1062.06689453125,10245.0,7356.0,6.0
symm,fixed,32,float24,float24_IMF,1,0,0.044,1293000000.0,2721.614748519,56892000.0,float24_IMF_fixed,0.0002609231978240582,float24,16,0.0002487245363942,160,4935,4560,43810.558594,1156.167236328125,10245.0,7356.0,6.0
syr2k,fixed,32,float24,float24_IMF,1,0,0.045,2882500000.0,4408.9837104,129712500.0,float24_IMF_fixed,6.75494562172203e-05,float24,16,5.42023357383193e-05,256,8872,8296,7960.319336,1158.087890625,10245.0,7356.0,6.0
syrk,fixed,32,float24,float24_IMF,1,0,0.043,1480180000.0,3783.31600871,63647739.99999999,float24_IMF_fixed,2.194042492732253e-05,float24,16,1.1970920407804657e-05,256,4632,4216,6632.879883,1041.683837890625,10245.0,7356.0,6.0
trmm,fixed,32,float24,float24_IMF,1,0,0.049,716080000.0,2386.259612448,35087920.0,float24_IMF_fixed,2.0047690366837004e-05,float24,16,1.4871669160551848e-05,160,1805,1600,5346.0,1053.044189453125,10245.0,7356.0,6.0
2mm,fixed,256,bfloat16,bfloat16_IMF,1,0,0.044,1504620000.0,1980.420497501,66203279.99999999,bfloat16_IMF_fixed,0.004702613333498321,bfloat16,8,0.0031649699506096,112,5700,5232,321807968.0,1276.781982421875,10053.0,7256.0,4.0
3mm,fixed,256,bfloat16,bfloat16_IMF,1,0,0.042,1923000000.0,1793.494018951,80766000.0,bfloat16_IMF_fixed,0.004462281812460827,bfloat16,8,0.0031700204878991,72,5220,4800,233145152.0,1371.17724609375,10053.0,7256.0,4.0
atax,fixed,256,bfloat16,bfloat16_IMF,1,0,0.046,690920000.0,1113.303559294,31782320.0,bfloat16_IMF_fixed,0.0034085889450523334,bfloat16,8,0.0024368750994291,22,2244,1760,129041960.0,1023.534912109375,10053.0,7256.0,4.0
bicg,fixed,256,bfloat16,bfloat16_IMF,1,0,0.039,645540000.0,1332.803816173,25176060.0,bfloat16_IMF_fixed,0.00476193451875194,bfloat16,8,0.0033451874020121,42,2242,1760,448325.84375,1061.48828125,10053.0,7256.0,4.0
gemm,fixed,256,bfloat16,bfloat16_IMF,1,0,0.042,1890220000.0,2175.656884396,79389240.0,bfloat16_IMF_fixed,0.07063493631425487,bfloat16,8,0.1084881594508781,120,6352,5880,409845.75,1141.822998046875,10053.0,7256.0,4.0
gemver,fixed,256,bfloat16,bfloat16_IMF,1,0,0.04,1556840000.0,4473.29423845,62273600.0,bfloat16_IMF_fixed,0.004960217373490511,bfloat16,8,0.0039778788552874,440,4640,4020,1310431248384.0,1537.204345703125,10053.0,7256.0,4.0
gesummv,fixed,256,bfloat16,bfloat16_IMF,1,0,0.036,366300000.0,997.838360565,13186799.999999998,bfloat16_IMF_fixed,0.005174147741085327,bfloat16,8,0.0035826019574069,16,1600,1072,742195.25,1064.000732421875,10053.0,7256.0,4.0
lu,fixed,256,bfloat16,bfloat16_IMF,1,0,0.04,3162680000.0,5560.283240274,126507200.0,bfloat16_IMF_fixed,0.006631902722110972,bfloat16,8,0.0054225499248981,400,21550,5130,2092.159912,1064.18603515625,10053.0,7256.0,4.0
ludcmp,fixed,256,bfloat16,bfloat16_IMF,1,0,0.044,3191520000.0,2697.298113693,140426880.0,bfloat16_IMF_fixed,63.35374224920463,bfloat16,8,88.30308122402954,20,22390,5910,2092.159912,1246.441650390625,10053.0,7256.0,4.0
mvt,fixed,256,bfloat16,bfloat16_IMF,1,0,0.042,615900000.0,1315.847001656,25867800.0,bfloat16_IMF_fixed,0.004515528519932314,bfloat16,8,0.0033312714599931,40,2080,1600,326169.59375,1057.85595703125,10053.0,7256.0,4.0
symm,fixed,256,bfloat16,bfloat16_IMF,1,0,0.039,1400180000.0,2328.349901064,54607020.0,bfloat16_IMF_fixed,0.02027046476351902,bfloat16,8,0.0190300500037181,160,4935,4560,2801940.5,1172.23095703125,10053.0,7256.0,4.0
syr2k,fixed,256,bfloat16,bfloat16_IMF,1,0,0.041,2882100000.0,3510.880181387,118166100.0,bfloat16_IMF_fixed,0.03835320115402895,bfloat16,8,0.0470662785905063,256,8872,8296,507740.125,1155.65087890625,10053.0,7256.0,4.0
syrk,fixed,256,bfloat16,bfloat16_IMF,1,0,0.04,1480520000.0,2941.845939155,59220800.0,bfloat16_IMF_fixed,0.0046566562916279634,bfloat16,8,0.002777361754678,256,4632,4216,422999.03125,1022.604736328125,10053.0,7256.0,4.0
trmm,fixed,256,bfloat16,bfloat16_IMF,1,0,0.047,593700000.0,1793.686150932,27903900.0,bfloat16_IMF_fixed,0.004497602693579836,bfloat16,8,0.0026533527205677,160,1805,1600,341136.0,1049.95361328125,10053.0,7256.0,4.0
2mm,fixed,2,bfloat16,bfloat16_IMF,1,0,0.041,1996300000.0,1867.136947471,81848300.0,bfloat16_IMF_fixed,0.004280636024570138,bfloat16,8,0.0028039254565578,112,5700,5232,153.449997,1271.194091796875,10053.0,7256.0,4.0
3mm,fixed,2,bfloat16,bfloat16_IMF,1,0,0.042,1917760000.0,1580.395972265,80545920.0,bfloat16_IMF_fixed,0.004378368542209499,bfloat16,8,0.0031153342343562,72,5220,4800,0.868533,1338.124267578125,10053.0,7256.0,4.0
atax,fixed,2,bfloat16,bfloat16_IMF,1,0,0.045,695900000.0,1007.344456119,31315500.0,bfloat16_IMF_fixed,0.0034085889450523334,bfloat16,8,0.0024368750994291,22,2244,1760,61.532001,1020.328369140625,10053.0,7256.0,4.0
bicg,fixed,2,bfloat16,bfloat16_IMF,1,0,0.041,657540000.0,1164.934873046,26959140.0,bfloat16_IMF_fixed,0.00476193451875194,bfloat16,8,0.0030352534335415,42,2242,1760,27.363638,1082.521484375,10053.0,7256.0,4.0
gemm,fixed,2,bfloat16,bfloat16_IMF,1,0,0.041,2418380000.0,2057.298501314,99153580.0,bfloat16_IMF_fixed,0.004461620099539406,bfloat16,8,0.0033563023344619,120,6352,5880,26.92,1143.17529296875,10053.0,7256.0,4.0
gemver,fixed,2,bfloat16,bfloat16_IMF,1,0,0.044,1378060000.0,3971.435654045,60634640.0,bfloat16_IMF_fixed,0.004242523723132461,bfloat16,8,0.0027289753247324,440,4640,4020,213.954514,1554.2197265625,10053.0,7256.0,4.0
gesummv,fixed,2,bfloat16,bfloat16_IMF,1,0,0.035,381060000.0,936.161896079,13337100.000000002,bfloat16_IMF_fixed,0.004811828900505617,bfloat16,8,0.0033143616140593,16,1600,1072,45.300003,1058.1630859375,10053.0,7256.0,4.0
lu,fixed,2,bfloat16,bfloat16_IMF,1,0,0.041,3470520000.0,5063.01016047,142291320.0,bfloat16_IMF_fixed,0.0033504125692317517,bfloat16,8,0.0019888734016593,400,21550,5130,16.344999,1080.35791015625,10053.0,7256.0,4.0
ludcmp,fixed,2,bfloat16,bfloat16_IMF,1,0,0.039,3396340000.0,2632.165433527,132457260.0,bfloat16_IMF_fixed,0.003910546485860419,bfloat16,8,0.0025013176033934,20,22390,5910,16.344999,1268.5283203125,10053.0,7256.0,4.0
mvt,fixed,2,bfloat16,bfloat16_IMF,1,0,0.043,611400000.0,1129.066693625,26290199.999999996,bfloat16_IMF_fixed,0.0049594838040100215,bfloat16,8,0.0024499997170763,40,2080,1600,21.300001,1056.374267578125,10053.0,7256.0,4.0
symm,fixed,2,bfloat16,bfloat16_IMF,1,0,0.043,1339180000.0,1984.714353818,57584739.99999999,bfloat16_IMF_fixed,0.004474039690985478,bfloat16,8,0.0028487287076304,160,4935,4560,173.160004,1161.242919921875,10053.0,7256.0,4.0
syr2k,fixed,2,bfloat16,bfloat16_IMF,1,0,0.042,2882500000.0,3373.217747026,121065000.00000001,bfloat16_IMF_fixed,0.003843599455745219,bfloat16,8,0.0025220027955659,256,8872,8296,32.894997,1158.82763671875,10053.0,7256.0,4.0
syrk,fixed,2,bfloat16,bfloat16_IMF,1,0,0.04,1848660000.0,3125.78519252,73946400.0,bfloat16_IMF_fixed,0.004855003033798657,bfloat16,8,0.0029311479580036,256,4632,4216,27.484688,1026.026611328125,10053.0,7256.0,4.0
trmm,fixed,2,bfloat16,bfloat16_IMF,1,0,0.046,716080000.0,1819.912761466,32939680.0,bfloat16_IMF_fixed,0.0047935330088093465,bfloat16,8,0.0026293193034488,160,1805,1600,21.9375,1079.439208984375,10053.0,7256.0,4.0
2mm,float,512,bfloat16,bfloat16_IMF,1,0,0.034,3617300000.0,1958.441580533,122988200.00000001,bfloat16_IMF_float,0.0036178153708698447,bfloat16,8,0.0312377132380794,112,5700,5232,2574463744.0,,10053.0,7256.0,4.0
3mm,float,512,bfloat16,bfloat16_IMF,1,0,0.035,3896840000.0,1762.834291128,136389400.0,bfloat16_IMF_float,0.0075281276023797155,bfloat16,8,0.0556945520187737,72,5220,4800,3730322432.0,,10053.0,7256.0,4.0
atax,float,512,bfloat16,bfloat16_IMF,1,0,0.035,1207740000.0,776.947114878,42270900.00000001,bfloat16_IMF_float,0.004270098835860752,bfloat16,8,0.0644477460610011,22,2244,1760,1032335680.0,,10053.0,7256.0,4.0
bicg,float,512,bfloat16,bfloat16_IMF,1,0,0.035,1022980000.0,936.374028786,35804300.0,bfloat16_IMF_float,0.0035178455746338404,bfloat16,8,0.0239894151058488,42,2242,1760,1793303.375,,10053.0,7256.0,4.0
gemm,float,512,bfloat16,bfloat16_IMF,1,0,0.033,3531520000.0,2016.838825241,116540160.0,bfloat16_IMF_float,0.0015779268724444714,bfloat16,8,0.0159499948859089,120,6352,5880,1638891.5,,10053.0,7256.0,4.0
gemver,float,512,bfloat16,bfloat16_IMF,1,0,0.035,1985040000.0,4588.391562356,69476400.0,bfloat16_IMF_float,0.005444425876428216,bfloat16,8,0.0137482129280629,440,4640,4020,41561861652480.0,,10053.0,7256.0,4.0
gesummv,float,512,bfloat16,bfloat16_IMF,1,0,0.035,599960000.0,601.576863929,20998600.000000004,bfloat16_IMF_float,0.006510935522208775,bfloat16,8,0.0089804131896198,16,1600,1072,2968781.0,,10053.0,7256.0,4.0
lu,float,512,bfloat16,bfloat16_IMF,1,0,0.036,4072720000.0,6172.072564484,146617920.0,bfloat16_IMF_float,0.0170103814232518,bfloat16,8,0.0294515432164485,400,21550,5130,4184.319824,,10053.0,7256.0,4.0
ludcmp,float,512,bfloat16,bfloat16_IMF,1,0,0.036,4176200000.0,3404.33129014,150343200.0,bfloat16_IMF_float,1.1411990298485073,bfloat16,8,0.9633309296632904,20,22390,5910,4184.319824,,10053.0,7256.0,4.0
mvt,float,512,bfloat16,bfloat16_IMF,1,0,0.034,1090040000.0,876.924440218,37061360.0,bfloat16_IMF_float,0.005176236701887206,bfloat16,8,0.0258979882332141,40,2080,1600,1304422.375,,10053.0,7256.0,4.0
symm,float,512,bfloat16,bfloat16_IMF,1,0,0.034,2204760000.0,1967.988334396,74961840.0,bfloat16_IMF_float,0.003969450454540695,bfloat16,8,0.0160214607286981,160,4935,4560,11207209.0,,10053.0,7256.0,4.0
syr2k,float,512,bfloat16,bfloat16_IMF,1,0,0.034,3158620000.0,3124.33128139,107393080.00000001,bfloat16_IMF_float,0.003541387622351856,bfloat16,8,0.0114213746065442,256,8872,8296,2030469.0,,10053.0,7256.0,4.0
syrk,float,512,bfloat16,bfloat16_IMF,1,0,0.034,2433040000.0,2766.034144932,82723360.0,bfloat16_IMF_float,0.007378633503217798,bfloat16,8,0.0107438246348187,256,4632,4216,1691566.125,,10053.0,7256.0,4.0
trmm,float,512,bfloat16,bfloat16_IMF,1,0,0.036,1239760000.0,1862.178283358,44631360.0,bfloat16_IMF_float,0.0035946653640436667,bfloat16,8,0.0103670983039557,160,1805,1600,1364256.0,,10053.0,7256.0,4.0
heat-3d,float,512,bfloat16,bfloat16_IMF,1,0,0.032,1583500000.0,2408.793124629,50672000.0,bfloat16_IMF_float,0.003018926906426906,bfloat16,8,0.0,125,8350,8100,13312.0,,10053.0,7256.0,4.0
jacobi-1d,float,512,bfloat16,bfloat16_IMF,1,0,0.048,2942840000.0,1324.74698995,141256320.0,bfloat16_IMF_float,0.02893045124987351,bfloat16,8,0.0960204922577807,15,840,780,580.266663,,10053.0,7256.0,4.0
jacobi-2d,float,512,bfloat16,bfloat16_IMF,1,0,0.034,5540700000.0,4692.966936556,188383800.0,bfloat16_IMF_float,0.045790530159396735,bfloat16,8,0.0864332534314854,225,18250,16900,8226.133789,,10053.0,7256.0,4.0
seidel-2d,float,512,bfloat16,bfloat16_IMF,1,0,0.034,8661660000.0,5252.158979613,294496440.0,bfloat16_IMF_float,0.03334815242630243,bfloat16,8,0.1018502442830744,400,30360,29160,10265.599609,,10053.0,7256.0,4.0
2mm,fixed,16,bfloat16,bfloat16_IMF,1,0,0.042,1774680000.0,2016.63384579,74536560.0,bfloat16_IMF_fixed,0.004137375717297839,bfloat16,8,0.002568399469124,112,5700,5232,78566.398438,1264.197998046875,10053.0,7256.0,4.0
3mm,fixed,16,bfloat16,bfloat16_IMF,1,0,0.043,1951900000.0,1831.615273936,83931700.0,bfloat16_IMF_fixed,0.004378368542209507,bfloat16,8,0.0031153342343562,72,5220,4800,3557.512695,1370.5693359375,10053.0,7256.0,4.0
atax,fixed,16,bfloat16,bfloat16_IMF,1,0,0.047,702240000.0,1184.833980914,33005280.0,bfloat16_IMF_fixed,0.0034085889450523334,bfloat16,8,0.0024368750994291,22,2244,1760,31504.384766,1024.8828125,10053.0,7256.0,4.0
bicg,fixed,16,bfloat16,bfloat16_IMF,1,0,0.04,657340000.0,1291.758014934,26293600.0,bfloat16_IMF_fixed,0.00476193451875194,bfloat16,8,0.0033451874020121,42,2242,1760,1751.272827,1076.76123046875,10053.0,7256.0,4.0
gemm,fixed,16,bfloat16,bfloat16_IMF,1,0,0.043,1889940000.0,2069.711101427,81267420.0,bfloat16_IMF_fixed,0.005786463849829134,bfloat16,8,0.0028809858023886,120,6352,5880,1615.359985,1116.843994140625,10053.0,7256.0,4.0
gemver,fixed,16,bfloat16,bfloat16_IMF,1,0,0.045,1325920000.0,4417.047098234,59666400.0,bfloat16_IMF_fixed,0.004479762595248079,bfloat16,8,0.0029695068432243,440,4640,4020,1623528.25,1564.37646484375,10053.0,7256.0,4.0
gesummv,fixed,16,bfloat16,bfloat16_IMF,1,0,0.036,365820000.0,1050.92350963,13169519.999999998,bfloat16_IMF_fixed,0.005174147741085327,bfloat16,8,0.0035826019574069,16,1600,1072,2899.200195,1061.006103515625,10053.0,7256.0,4.0
lu,fixed,16,bfloat16,bfloat16_IMF,1,0,0.04,3481520000.0,5925.400618883,139260800.0,bfloat16_IMF_fixed,0.0033504125692317517,bfloat16,8,0.0026740479950569,400,21550,5130,130.759995,1050.1875,10053.0,7256.0,4.0
ludcmp,fixed,16,bfloat16,bfloat16_IMF,1,0,0.04,3636080000.0,2894.847619807,145443200.0,bfloat16_IMF_fixed,0.003910546485860419,bfloat16,8,0.0024814620765831,20,22390,5910,130.759995,1224.517578125,10053.0,7256.0,4.0
mvt,fixed,16,bfloat16,bfloat16_IMF,1,0,0.043,624260000.0,1273.476820842,26843179.999999996,bfloat16_IMF_fixed,0.004751086199303293,bfloat16,8,0.0031452260104753,40,2080,1600,1281.599976,1053.080810546875,10053.0,7256.0,4.0
symm,fixed,16,bfloat16,bfloat16_IMF,1,0,0.042,1338200000.0,2251.502131957,56204400.0,bfloat16_IMF_fixed,0.004583998092820149,bfloat16,8,0.0029898846544985,160,4935,4560,10961.280273,1164.72802734375,10053.0,7256.0,4.0
syr2k,fixed,16,bfloat16,bfloat16_IMF,1,0,0.042,2882500000.0,3556.742918428,121065000.00000001,bfloat16_IMF_fixed,0.004102166318521113,bfloat16,8,0.0027530991181963,256,8872,8296,1997.759888,1171.495361328125,10053.0,7256.0,4.0
syrk,fixed,16,bfloat16,bfloat16_IMF,1,0,0.04,1480180000.0,3143.973846002,59207200.0,bfloat16_IMF_fixed,0.004341311984001628,bfloat16,8,0.0026653809564047,256,4632,4216,1664.939941,1035.14208984375,10053.0,7256.0,4.0
trmm,fixed,16,bfloat16,bfloat16_IMF,1,0,0.045,716080000.0,1873.28170102,32223600.0,bfloat16_IMF_fixed,0.004742786743702617,bfloat16,8,0.0028904934955876,160,1805,1600,1341.0,1078.9033203125,10053.0,7256.0,4.0
2mm,fixed,1,bfloat16,bfloat16_IMF,1,0,0.041,1996100000.0,1816.913097856,81840100.0,bfloat16_IMF_fixed,0.004135232816891713,bfloat16,8,0.0028628814002172,112,5700,5232,19.18125,1115.495849609375,10053.0,7256.0,4.0
3mm,fixed,1,bfloat16,bfloat16_IMF,1,0,0.041,1877400000.0,1448.886717235,76973400.0,bfloat16_IMF_fixed,0.004378368542209611,bfloat16,8,0.0031153342343563,72,5220,4800,0.183333,1150.539306640625,10053.0,7256.0,4.0
atax,fixed,1,bfloat16,bfloat16_IMF,1,0,0.042,676900000.0,933.729791087,28429800.0,bfloat16_IMF_fixed,0.0034085889450523334,bfloat16,8,0.0024368750994291,22,2244,1760,7.6915,895.67919921875,10053.0,7256.0,4.0
bicg,fixed,1,bfloat16,bfloat16_IMF,1,0,0.041,588900000.0,1088.167982049,24144900.0,bfloat16_IMF_fixed,0.00476193451875194,bfloat16,8,0.0030352534335415,42,2242,1760,6.840909,923.8974609375,10053.0,7256.0,4.0
gemm,fixed,1,bfloat16,bfloat16_IMF,1,0,0.042,2236700000.0,1997.48279742,93941400.0,bfloat16_IMF_fixed,0.0040771170500658255,bfloat16,8,0.002909325543096,120,6352,5880,7.21,980.1376953125,10053.0,7256.0,4.0
gemver,fixed,1,bfloat16,bfloat16_IMF,1,0,0.044,1391840000.0,3886.531194893,61240960.0,bfloat16_IMF_fixed,0.004638853345990051,bfloat16,8,0.0026698482319826,440,4640,4020,18.203592,1327.613525390625,10053.0,7256.0,4.0
gesummv,fixed,1,bfloat16,bfloat16_IMF,1,0,0.036,325600000.0,855.678323218,11721600.0,bfloat16_IMF_fixed,0.004811828900505617,bfloat16,8,0.0033143616140593,16,1600,1072,11.325001,907.074462890625,10053.0,7256.0,4.0
lu,fixed,1,bfloat16,bfloat16_IMF,1,0,0.039,3421400000.0,4884.507410861,133434600.0,bfloat16_IMF_fixed,0.0033504125692317517,bfloat16,8,0.0018208061747686,400,21550,5130,8.1725,968.308349609375,10053.0,7256.0,4.0
ludcmp,fixed,1,bfloat16,bfloat16_IMF,1,0,0.037,3572340000.0,2527.298905107,132176580.0,bfloat16_IMF_fixed,0.003910546485860419,bfloat16,8,0.0022473613877262,20,22390,5910,8.1725,1084.93603515625,10053.0,7256.0,4.0
mvt,fixed,1,bfloat16,bfloat16_IMF,1,0,0.042,613040000.0,1059.525866243,25747680.0,bfloat16_IMF_fixed,0.004526762504005099,bfloat16,8,0.0025139547939215,40,2080,1600,5.75,922.845947265625,10053.0,7256.0,4.0
symm,fixed,1,bfloat16,bfloat16_IMF,1,0,0.043,1301040000.0,1994.59590505,55944719.99999999,bfloat16_IMF_fixed,0.00455474611151242,bfloat16,8,0.0030243940025743,160,4935,4560,43.830002,999.632080078125,10053.0,7256.0,4.0
syr2k,fixed,1,bfloat16,bfloat16_IMF,1,0,0.042,2876680000.0,3174.426943036,120820560.00000001,bfloat16_IMF_fixed,0.004092423366282781,bfloat16,8,0.0025774348270689,256,8872,8296,9.046875,1011.98388671875,10053.0,7256.0,4.0
syrk,fixed,1,bfloat16,bfloat16_IMF,1,0,0.04,1706720000.0,2840.91604208,68268800.0,bfloat16_IMF_fixed,0.004998557871254183,bfloat16,8,0.0028628226614501,256,4632,4216,7.291172,911.822998046875,10053.0,7256.0,4.0
trmm,fixed,1,bfloat16,bfloat16_IMF,1,0,0.045,735740000.0,1685.429049971,33108300.0,bfloat16_IMF_fixed,0.00444195929365153,bfloat16,8,0.0016437849634914,160,1805,1600,5.765625,934.339111328125,10053.0,7256.0,4.0
