bench,arch,taffo_conf,hw_sw_config,energy,float_op_count_default,kernel_float_op_count_default,energy_per_op
mvt,float19_IMF,fixed,float19_IMF_fixed,26973760.0,2080,1600,16858.6
symm,float19_IMF,fixed,float19_IMF_fixed,57245760.0,4935,4560,12553.894736842105
syr2k,float19_IMF,fixed,float19_IMF_fixed,126573920.0,8872,8296,15257.222757955642
syrk,float19_IMF,fixed,float19_IMF_fixed,71682240.0,4632,4216,17002.428842504745
trmm,float19_IMF,fixed,float19_IMF_fixed,33844040.0,1805,1600,21152.525
jacobi-1d,float19_IMF,fixed,float19_IMF_fixed,9718880.0,840,780,12460.102564102564
jacobi-2d,float19_IMF,fixed,float19_IMF_fixed,181285520.0,18250,16900,10726.953846153847
seidel-2d,float19_IMF,fixed,float19_IMF_fixed,1008006240.0,30360,29160,34568.115226337446
heat-3d,float19_IMF,fixed,float19_IMF_fixed,11510540.0,8350,8100,1421.0543209876544
2mm,float19_IMF,float,float19_IMF_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,38151400.0,2080,1600,23844.625
symm,float19_IMF,float,float19_IMF_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMF,float,float19_IMF_float,110551700.0,8872,8296,13325.904050144649
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,45871120.0,1805,1600,28669.45
2mm,float19_IMF,float,float19_IMF_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,38151400.0,2080,1600,23844.625
symm,float19_IMF,float,float19_IMF_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMF,float,float19_IMF_float,110551700.0,8872,8296,13325.904050144649
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,45871120.0,1805,1600,28669.45
heat-3d,float19_IMF,float,float19_IMF_float,52255500.0,8350,8100,6451.2962962962965
jacobi-1d,float19_IMF,float,float19_IMF_float,147159000.0,840,780,188665.38461538462
jacobi-2d,float19_IMF,float,float19_IMF_float,193924500.00000003,18250,16900,11474.822485207102
seidel-2d,float19_IMF,float,float19_IMF_float,309962100.0,30360,29160,10629.701646090534
2mm,float19_IMF,float,float19_IMF_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,39241440.0,2080,1600,24525.9
symm,float19_IMF,float,float19_IMF_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,47110880.0,1805,1600,29444.3
heat-3d,float19_IMF,float,float19_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,float19_IMF,float,float19_IMF_float,147159000.0,840,780,188665.38461538462
jacobi-2d,float19_IMF,float,float19_IMF_float,193924500.00000003,18250,16900,11474.822485207102
seidel-2d,float19_IMF,float,float19_IMF_float,309962100.0,30360,29160,10629.701646090534
2mm,float19_IMF,float,float19_IMF_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,38151400.0,2080,1600,23844.625
symm,float19_IMF,float,float19_IMF_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,47110880.0,1805,1600,29444.3
heat-3d,float19_IMF,float,float19_IMF_float,52255500.0,8350,8100,6451.2962962962965
jacobi-1d,float19_IMF,float,float19_IMF_float,147159000.0,840,780,188665.38461538462
jacobi-2d,float19_IMF,float,float19_IMF_float,193924500.00000003,18250,16900,11474.822485207102
seidel-2d,float19_IMF,float,float19_IMF_float,309962100.0,30360,29160,10629.701646090534
2mm,float19_IMF,fixed,float19_IMF_fixed,74580800.0,5700,5232,14254.74006116208
3mm,float19_IMF,fixed,float19_IMF_fixed,81606720.0,5220,4800,17001.4
atax,float19_IMF,fixed,float19_IMF_fixed,33909600.0,2244,1760,19266.81818181818
bicg,float19_IMF,fixed,float19_IMF_fixed,24612600.0,2242,1760,13984.431818181818
gemm,float19_IMF,fixed,float19_IMF_fixed,81255380.0,6352,5880,13818.942176870749
gemver,float19_IMF,fixed,float19_IMF_fixed,64124000.0,4640,4020,15951.243781094527
gesummv,float19_IMF,fixed,float19_IMF_fixed,13698719.999999998,1600,1072,12778.656716417909
lu,float19_IMF,fixed,float19_IMF_fixed,128093020.0,21550,5130,24969.399610136454
ludcmp,float19_IMF,fixed,float19_IMF_fixed,139473940.0,22390,5910,23599.65143824027
mvt,float19_IMF,fixed,float19_IMF_fixed,26226560.0,2080,1600,16391.6
symm,float19_IMF,fixed,float19_IMF_fixed,78717000.0,4935,4560,17262.5
syr2k,float19_IMF,fixed,float19_IMF_fixed,121114560.0,8872,8296,14599.151398264225
syrk,float19_IMF,fixed,float19_IMF_fixed,62180160.00000001,4632,4216,14748.614800759015
trmm,float19_IMF,fixed,float19_IMF_fixed,42807900.0,1805,1600,26754.9375
2mm,float19_IMF,float,float19_IMF_float,127563100.0,5700,5232,24381.326452599387
3mm,float19_IMF,float,float19_IMF_float,144678880.0,5220,4800,30141.433333333334
atax,float19_IMF,float,float19_IMF_float,44585740.0,2244,1760,25332.80681818182
bicg,float19_IMF,float,float19_IMF_float,36822960.0,2242,1760,20922.136363636364
gemm,float19_IMF,float,float19_IMF_float,121926700.0,6352,5880,20735.833333333332
gemver,float19_IMF,float,float19_IMF_float,73363600.0,4640,4020,18249.65174129353
gesummv,float19_IMF,float,float19_IMF_float,22804560.0,1600,1072,21272.910447761195
lu,float19_IMF,float,float19_IMF_float,154327120.0,21550,5130,30083.25925925926
ludcmp,float19_IMF,float,float19_IMF_float,160020280.0,22390,5910,27076.18950930626
mvt,float19_IMF,float,float19_IMF_float,39232800.0,2080,1600,24520.5
symm,float19_IMF,float,float19_IMF_float,79328160.0,4935,4560,17396.526315789473
syr2k,float19_IMF,float,float19_IMF_float,113724720.0,8872,8296,13708.379942140791
syrk,float19_IMF,float,float19_IMF_float,87206400.0,4632,4216,20684.629981024667
trmm,float19_IMF,float,float19_IMF_float,47239320.0,1805,1600,29524.575
jacobi-1d,float19_IMF,float,float19_IMF_float,153508000.0,840,780,196805.12820512822
jacobi-2d,float19_IMF,float,float19_IMF_float,194216400.00000003,18250,16900,11492.094674556214
seidel-2d,float19_IMF,float,float19_IMF_float,309132600.0,30360,29160,10601.255144032923
heat-3d,float19_IMF,float,float19_IMF_float,55841100.00000001,8350,8100,6893.9629629629635
2mm,float19_IMF,fixed,float19_IMF_fixed,77111760.0,5700,5232,14738.48623853211
3mm,float19_IMF,fixed,float19_IMF_fixed,84531040.0,5220,4800,17610.633333333335
atax,float19_IMF,fixed,float19_IMF_fixed,32415900.0,2244,1760,18418.125
bicg,float19_IMF,fixed,float19_IMF_fixed,25179960.0,2242,1760,14306.795454545454
gemm,float19_IMF,fixed,float19_IMF_fixed,83490000.0,6352,5880,14198.979591836734
gemver,float19_IMF,fixed,float19_IMF_fixed,66538080.0,4640,4020,16551.761194029852
gesummv,float19_IMF,fixed,float19_IMF_fixed,13553100.0,1600,1072,12642.817164179105
lu,float19_IMF,fixed,float19_IMF_fixed,132714120.0,21550,5130,25870.198830409357
ludcmp,float19_IMF,fixed,float19_IMF_fixed,134122800.0,22390,5910,22694.213197969544
mvt,float19_IMF,fixed,float19_IMF_fixed,26998400.0,2080,1600,16874.0
symm,float19_IMF,fixed,float19_IMF_fixed,52236399.99999999,4935,4560,11455.350877192981
syr2k,float19_IMF,fixed,float19_IMF_fixed,123972440.0,8872,8296,14943.64030858245
syrk,float19_IMF,fixed,float19_IMF_fixed,62181840.00000001,4632,4216,14749.013282732449
trmm,float19_IMF,fixed,float19_IMF_fixed,29091300.0,1805,1600,18182.0625
2mm,float19_IMF,float,float19_IMF_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,38151400.0,2080,1600,23844.625
symm,float19_IMF,float,float19_IMF_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,45871120.0,1805,1600,28669.45
2mm,float19_IMF,float,float19_IMF_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,151112440.0,21550,5130,29456.615984405456
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,38151400.0,2080,1600,23844.625
symm,float19_IMF,float,float19_IMF_float,77166600.0,4935,4560,16922.5
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,45871120.0,1805,1600,28669.45
heat-3d,float19_IMF,float,float19_IMF_float,52255500.0,8350,8100,6451.2962962962965
jacobi-1d,float19_IMF,float,float19_IMF_float,147159000.0,840,780,188665.38461538462
jacobi-2d,float19_IMF,float,float19_IMF_float,193924500.00000003,18250,16900,11474.822485207102
seidel-2d,float19_IMF,float,float19_IMF_float,309962100.0,30360,29160,10629.701646090534
2mm,float19_IMF,float,float19_IMF_float,130222800.0,5700,5232,24889.67889908257
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,39241440.0,2080,1600,24525.9
symm,float19_IMF,float,float19_IMF_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,47110880.0,1805,1600,29444.3
heat-3d,float19_IMF,float,float19_IMF_float,52255500.0,8350,8100,6451.2962962962965
jacobi-1d,float19_IMF,float,float19_IMF_float,147159000.0,840,780,188665.38461538462
jacobi-2d,float19_IMF,float,float19_IMF_float,193924500.00000003,18250,16900,11474.822485207102
seidel-2d,float19_IMF,float,float19_IMF_float,309962100.0,30360,29160,10629.701646090534
2mm,float19_IMF,float,float19_IMF_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,38151400.0,2080,1600,23844.625
symm,float19_IMF,float,float19_IMF_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,45871120.0,1805,1600,28669.45
heat-3d,float19_IMF,float,float19_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,float19_IMF,float,float19_IMF_float,147159000.0,840,780,188665.38461538462
jacobi-2d,float19_IMF,float,float19_IMF_float,193924500.00000003,18250,16900,11474.822485207102
seidel-2d,float19_IMF,float,float19_IMF_float,309962100.0,30360,29160,10629.701646090534
2mm,float19_IMF,fixed,float19_IMF_fixed,75364380.0,5700,5232,14404.506880733945
3mm,float19_IMF,fixed,float19_IMF_fixed,84527520.0,5220,4800,17609.9
atax,float19_IMF,fixed,float19_IMF_fixed,32634920.0,2244,1760,18542.56818181818
bicg,float19_IMF,fixed,float19_IMF_fixed,25836800.0,2242,1760,14680.0
gemm,float19_IMF,fixed,float19_IMF_fixed,83157360.0,6352,5880,14142.408163265307
gemver,float19_IMF,fixed,float19_IMF_fixed,64248879.99999999,4640,4020,15982.30845771144
gesummv,float19_IMF,fixed,float19_IMF_fixed,13635980.0,1600,1072,12720.130597014926
lu,float19_IMF,fixed,float19_IMF_fixed,142434000.0,21550,5130,27764.912280701756
ludcmp,float19_IMF,fixed,float19_IMF_fixed,148200240.0,22390,5910,25076.18274111675
mvt,float19_IMF,fixed,float19_IMF_fixed,26916560.0,2080,1600,16822.85
symm,float19_IMF,fixed,float19_IMF_fixed,52226079.99999999,4935,4560,11453.087719298244
syr2k,float19_IMF,fixed,float19_IMF_fixed,123947500.0,8872,8296,14940.634040501447
syrk,float19_IMF,fixed,float19_IMF_fixed,60687380.0,4632,4216,14394.539848197344
trmm,float19_IMF,fixed,float19_IMF_fixed,32939680.0,1805,1600,20587.3
2mm,float19_IMF,float,float19_IMF_float,126605500.0,5700,5232,24198.298929663608
3mm,float19_IMF,float,float19_IMF_float,144183080.0,5220,4800,30038.141666666666
atax,float19_IMF,float,float19_IMF_float,44686380.0,2244,1760,25389.988636363636
bicg,float19_IMF,float,float19_IMF_float,36827280.0,2242,1760,20924.590909090908
gemm,float19_IMF,float,float19_IMF_float,123603200.0,6352,5880,21020.95238095238
gemver,float19_IMF,float,float19_IMF_float,73446480.0,4640,4020,18270.268656716416
gesummv,float19_IMF,float,float19_IMF_float,22198520.0,1600,1072,20707.574626865673
lu,float19_IMF,float,float19_IMF_float,155196560.0,21550,5130,30252.74074074074
ludcmp,float19_IMF,float,float19_IMF_float,159174400.0,22390,5910,26933.062605752963
mvt,float19_IMF,float,float19_IMF_float,39241440.0,2080,1600,24525.9
symm,float19_IMF,float,float19_IMF_float,79371360.0,4935,4560,17406.0
syr2k,float19_IMF,float,float19_IMF_float,113710320.0,8872,8296,13706.644165863067
syrk,float19_IMF,float,float19_IMF_float,87589440.0,4632,4216,20775.483870967742
trmm,float19_IMF,float,float19_IMF_float,47110880.0,1805,1600,29444.3
2mm,float19_IMF,fixed,float19_IMF_fixed,84864800.0,5700,5232,16220.33639143731
3mm,float19_IMF,fixed,float19_IMF_fixed,82463680.0,5220,4800,17179.933333333334
atax,float19_IMF,fixed,float19_IMF_fixed,33706560.0,2244,1760,19151.454545454544
bicg,float19_IMF,fixed,float19_IMF_fixed,26950940.0,2242,1760,15313.03409090909
gemm,float19_IMF,fixed,float19_IMF_fixed,96009540.0,6352,5880,16328.15306122449
gemver,float19_IMF,fixed,float19_IMF_fixed,60656520.0,4640,4020,15088.686567164179
gesummv,float19_IMF,fixed,float19_IMF_fixed,14310120.0,1600,1072,13348.992537313432
lu,float19_IMF,fixed,float19_IMF_fixed,150916920.0,21550,5130,29418.502923976608
ludcmp,float19_IMF,fixed,float19_IMF_fixed,148726200.0,22390,5910,25165.17766497462
mvt,float19_IMF,fixed,float19_IMF_fixed,28091700.0,2080,1600,17557.3125
symm,float19_IMF,fixed,float19_IMF_fixed,59279400.0,4935,4560,12999.868421052632
syr2k,float19_IMF,fixed,float19_IMF_fixed,123957820.0,8872,8296,14941.878013500482
syrk,float19_IMF,fixed,float19_IMF_fixed,75771360.0,4632,4216,17972.333965844402
trmm,float19_IMF,fixed,float19_IMF_fixed,34371840.0,1805,1600,21482.4
2mm,float19_IMF,fixed,float19_IMF_fixed,74880400.0,5700,5232,14312.003058103975
3mm,float19_IMF,fixed,float19_IMF_fixed,79461040.0,5220,4800,16554.383333333335
atax,float19_IMF,fixed,float19_IMF_fixed,31360000.000000004,2244,1760,17818.18181818182
bicg,float19_IMF,fixed,float19_IMF_fixed,24567000.0,2242,1760,13958.522727272728
gemm,float19_IMF,fixed,float19_IMF_fixed,81592500.0,6352,5880,13876.275510204081
gemver,float19_IMF,fixed,float19_IMF_fixed,64305600.0,4640,4020,15996.41791044776
gesummv,float19_IMF,fixed,float19_IMF_fixed,13673519.999999998,1600,1072,12755.14925373134
lu,float19_IMF,fixed,float19_IMF_fixed,128186500.0,21550,5130,24987.621832358673
ludcmp,float19_IMF,fixed,float19_IMF_fixed,135357600.0,22390,5910,22903.147208121827
mvt,float19_IMF,fixed,float19_IMF_fixed,26228280.0,2080,1600,16392.675
symm,float19_IMF,fixed,float19_IMF_fixed,78681000.0,4935,4560,17254.605263157893
syr2k,float19_IMF,fixed,float19_IMF_fixed,118221040.0,8872,8296,14250.36644165863
syrk,float19_IMF,fixed,float19_IMF_fixed,62189400.00000001,4632,4216,14750.806451612905
trmm,float19_IMF,fixed,float19_IMF_fixed,42827740.0,1805,1600,26767.3375
2mm,float19_IMF,fixed,float19_IMF_fixed,77132000.0,5700,5232,14742.354740061162
3mm,float19_IMF,fixed,float19_IMF_fixed,85883600.0,5220,4800,17892.416666666668
atax,float19_IMF,fixed,float19_IMF_fixed,33707520.0,2244,1760,19152.0
bicg,float19_IMF,fixed,float19_IMF_fixed,26941100.0,2242,1760,15307.443181818182
gemm,float19_IMF,fixed,float19_IMF_fixed,82596980.0,6352,5880,14047.105442176871
gemver,float19_IMF,fixed,float19_IMF_fixed,61674040.0,4640,4020,15341.800995024876
gesummv,float19_IMF,fixed,float19_IMF_fixed,14312340.0,1600,1072,13351.063432835821
lu,float19_IMF,fixed,float19_IMF_fixed,147040320.0,21550,5130,28662.830409356724
ludcmp,float19_IMF,fixed,float19_IMF_fixed,147669700.0,22390,5910,24986.412859560067
mvt,float19_IMF,fixed,float19_IMF_fixed,28091700.0,2080,1600,17557.3125
symm,float19_IMF,fixed,float19_IMF_fixed,58923920.0,4935,4560,12921.912280701754
syr2k,float19_IMF,fixed,float19_IMF_fixed,123957820.0,8872,8296,14941.878013500482
syrk,float19_IMF,fixed,float19_IMF_fixed,62117160.00000001,4632,4216,14733.67172675522
trmm,float19_IMF,fixed,float19_IMF_fixed,33655760.0,1805,1600,21034.85
2mm,float19_IMF,fixed,float19_IMF_fixed,75489940.0,5700,5232,14428.505351681957
3mm,float19_IMF,fixed,float19_IMF_fixed,86470200.0,5220,4800,18014.625
atax,float19_IMF,fixed,float19_IMF_fixed,32673460.0,2244,1760,18564.465909090908
bicg,float19_IMF,fixed,float19_IMF_fixed,25847200.0,2242,1760,14685.90909090909
gemm,float19_IMF,fixed,float19_IMF_fixed,83157360.0,6352,5880,14142.408163265307
gemver,float19_IMF,fixed,float19_IMF_fixed,59451320.0,4640,4020,14788.885572139303
gesummv,float19_IMF,fixed,float19_IMF_fixed,13535340.0,1600,1072,12626.25
lu,float19_IMF,fixed,float19_IMF_fixed,146697600.0,21550,5130,28596.023391812865
ludcmp,float19_IMF,fixed,float19_IMF_fixed,149426960.0,22390,5910,25283.749576988157
mvt,float19_IMF,fixed,float19_IMF_fixed,26901600.0,2080,1600,16813.5
symm,float19_IMF,fixed,float19_IMF_fixed,55598999.99999999,4935,4560,12192.763157894735
syr2k,float19_IMF,fixed,float19_IMF_fixed,126830000.0,8872,8296,15288.090646094503
syrk,float19_IMF,fixed,float19_IMF_fixed,62167560.00000001,4632,4216,14745.626185958256
trmm,float19_IMF,fixed,float19_IMF_fixed,33655760.0,1805,1600,21034.85
2mm,noFPU_IM,float,noFPU_IM_float,978138240.0,5700,5232,186953.0275229358
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,987581700.0,6352,5880,167956.07142857142
gemver,noFPU_IM,float,noFPU_IM_float,824758440.0,4640,4020,205163.79104477612
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,297627960.0,2080,1600,186017.475
symm,noFPU_IM,float,noFPU_IM_float,879281000.0,4935,4560,192824.78070175438
syr2k,noFPU_IM,float,noFPU_IM_float,1541488000.0,8872,8296,185810.99324975893
syrk,noFPU_IM,float,noFPU_IM_float,781072320.0,4632,4216,185263.8330170778
trmm,noFPU_IM,float,noFPU_IM_float,301654080.0,1805,1600,188533.8
2mm,noFPU_IM,fixed,noFPU_IM_fixed,89679600.0,5700,5232,17140.596330275228
3mm,noFPU_IM,fixed,noFPU_IM_fixed,87874720.0,5220,4800,18307.233333333334
atax,noFPU_IM,fixed,noFPU_IM_fixed,31537000.0,2244,1760,17918.75
bicg,noFPU_IM,fixed,noFPU_IM_fixed,25762000.0,2242,1760,14637.5
gemm,noFPU_IM,fixed,noFPU_IM_fixed,105999100.0,6352,5880,18027.057823129253
gemver,noFPU_IM,fixed,noFPU_IM_fixed,68434380.0,4640,4020,17023.4776119403
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,12540060.0,1600,1072,11697.817164179105
lu,noFPU_IM,fixed,noFPU_IM_fixed,148745520.0,21550,5130,28995.22807017544
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,146388040.0,22390,5910,24769.54991539763
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28754600.0,2080,1600,17971.625
symm,noFPU_IM,fixed,noFPU_IM_fixed,62472960.0,4935,4560,13700.21052631579
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,134122960.0,8872,8296,16167.18418514947
syrk,noFPU_IM,fixed,noFPU_IM_fixed,76740300.0,4632,4216,18202.15844402277
trmm,noFPU_IM,fixed,noFPU_IM_fixed,37206000.0,1805,1600,23253.75
jacobi-1d,noFPU_IM,fixed,noFPU_IM_fixed,10293920.0,840,780,13197.333333333334
jacobi-2d,noFPU_IM,fixed,noFPU_IM_fixed,195118000.0,18250,16900,11545.443786982249
seidel-2d,noFPU_IM,fixed,noFPU_IM_fixed,1080660000.0,30360,29160,37059.670781893
heat-3d,noFPU_IM,fixed,noFPU_IM_fixed,11894760.0,8350,8100,1468.4888888888888
2mm,noFPU_IM,float,noFPU_IM_float,978146880.0,5700,5232,186954.67889908256
3mm,noFPU_IM,float,noFPU_IM_float,922535940.0,5220,4800,192194.9875
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,987244200.0,6352,5880,167898.67346938775
gemver,noFPU_IM,float,noFPU_IM_float,822466720.0,4640,4020,204593.71144278607
gesummv,noFPU_IM,float,noFPU_IM_float,183782220.0,1600,1072,171438.63805970148
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,298355120.0,2080,1600,186471.95
symm,noFPU_IM,float,noFPU_IM_float,876869000.0,4935,4560,192295.83333333334
