bench,arch,taffo_conf,hw_sw_config,energy,float_op_count_default,kernel_float_op_count_default,energy_per_op
gesummv,bfloat16_IMFZm,float,bfloat16_IMFZm_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMFZm,float,bfloat16_IMFZm_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMFZm,float,bfloat16_IMFZm_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMFZm,float,bfloat16_IMFZm_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMFZm,float,bfloat16_IMFZm_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMFZm,float,bfloat16_IMFZm_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,44631360.0,1805,1600,27894.6
2mm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,62337099.99999999,5700,5232,11914.583333333332
3mm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,63198080.0,5220,4800,13166.266666666666
atax,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,23022560.0,2244,1760,13081.0
bicg,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,21277360.0,2242,1760,12089.40909090909
gemm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,72261900.0,6352,5880,12289.438775510203
gemver,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,44207100.0,4640,4020,10996.791044776119
gesummv,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,10275840.0,1600,1072,9585.671641791045
lu,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,80991960.0,21550,5130,15787.906432748538
ludcmp,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,69677040.0,22390,5910,11789.685279187817
mvt,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,21695520.0,2080,1600,13559.7
symm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,45997600.0,4935,4560,10087.192982456141
syr2k,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,85535100.0,8872,8296,10310.402603664417
syrk,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,52599960.0,4632,4216,12476.271347248578
trmm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,27192320.0,1805,1600,16995.2
jacobi-1d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,7750160.0,840,780,9936.102564102564
jacobi-2d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,155105000.0,18250,16900,9177.810650887574
seidel-2d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,239574000.0,30360,29160,8215.843621399177
2mm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,67222400.0,5700,5232,12848.318042813456
3mm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,67695420.0,5220,4800,14103.2125
atax,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,27358100.000000004,2244,1760,15544.375000000002
bicg,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,19766080.0,2242,1760,11230.727272727272
gemm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,70026880.0,6352,5880,11909.333333333334
gemver,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,47176740.0,4640,4020,11735.507462686568
gesummv,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,10347420.0,1600,1072,9652.444029850747
lu,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,79273500.0,21550,5130,15452.923976608186
ludcmp,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,75298960.0,22390,5910,12740.940778341794
mvt,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,21511060.0,2080,1600,13444.4125
symm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,67077000.0,4935,4560,14709.868421052632
syr2k,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,85877020.0,8872,8296,10351.617647058823
syrk,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,52723440.0,4632,4216,12505.559772296016
trmm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,39030400.0,1805,1600,24394.0
heat-3d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,10077600.0,8350,8100,1244.148148148148
jacobi-1d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,7877760.0,840,780,10099.692307692309
jacobi-2d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,153259260.0,18250,16900,9068.59526627219
seidel-2d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,234111220.0,30360,29160,8028.50548696845
2mm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMFZm,float,bfloat16_IMFZm_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMFZm,float,bfloat16_IMFZm_float,34781320.0,2242,1760,19762.113636363636
gemm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMFZm,float,bfloat16_IMFZm_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMFZm,float,bfloat16_IMFZm_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMFZm,float,bfloat16_IMFZm_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMFZm,float,bfloat16_IMFZm_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMFZm,float,bfloat16_IMFZm_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMFZm,float,bfloat16_IMFZm_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMFZm,float,bfloat16_IMFZm_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,44631360.0,1805,1600,27894.6
2mm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,61766059.99999999,5700,5232,11805.439602446482
3mm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,68053040.0,5220,4800,14177.716666666667
atax,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,26715600.0,2244,1760,15179.318181818182
bicg,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,20288000.0,2242,1760,11527.272727272728
gemm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,72243000.0,6352,5880,12286.224489795919
gemver,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,46367380.0,4640,4020,11534.174129353234
gesummv,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,10331880.0,1600,1072,9637.94776119403
lu,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,83140500.0,21550,5130,16206.72514619883
ludcmp,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,74181600.0,22390,5910,12551.878172588833
mvt,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,22615420.0,2080,1600,14134.6375
symm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,45690080.0,4935,4560,10019.754385964912
syr2k,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,90589500.0,8872,8296,10919.660077145612
syrk,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,53961559.99999999,4632,4216,12799.231499051231
trmm,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,27483160.0,1805,1600,17176.975
heat-3d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,10077600.0,8350,8100,1244.148148148148
jacobi-1d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,7883040.0,840,780,10106.461538461539
jacobi-2d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,153259260.0,18250,16900,9068.59526627219
seidel-2d,bfloat16_IMFZm,fixed,bfloat16_IMFZm_fixed,234111220.0,30360,29160,8028.50548696845
2mm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMFZm,float,bfloat16_IMFZm_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMFZm,float,bfloat16_IMFZm_float,35804300.0,2242,1760,20343.352272727272
gemm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMFZm,float,bfloat16_IMFZm_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMFZm,float,bfloat16_IMFZm_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMFZm,float,bfloat16_IMFZm_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMFZm,float,bfloat16_IMFZm_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMFZm,float,bfloat16_IMFZm_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMFZm,float,bfloat16_IMFZm_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMFZm,float,bfloat16_IMFZm_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMFZm,float,bfloat16_IMFZm_float,44631360.0,1805,1600,27894.6
2mm,float32_IMF,fixed,float32_IMF_fixed,73726380.0,5700,5232,14091.433486238531
3mm,float32_IMF,fixed,float32_IMF_fixed,90381000.0,5220,4800,18829.375
atax,float32_IMF,fixed,float32_IMF_fixed,35236920.0,2244,1760,20020.977272727272
bicg,float32_IMF,fixed,float32_IMF_fixed,27112680.0,2242,1760,15404.931818181818
gemm,float32_IMF,fixed,float32_IMF_fixed,88840340.0,6352,5880,15108.901360544218
gemver,float32_IMF,fixed,float32_IMF_fixed,70612960.0,4640,4020,17565.412935323384
gesummv,float32_IMF,fixed,float32_IMF_fixed,14285700.0,1600,1072,13326.212686567163
lu,float32_IMF,fixed,float32_IMF_fixed,139157920.0,21550,5130,27126.300194931773
ludcmp,float32_IMF,fixed,float32_IMF_fixed,153192960.0,22390,5910,25920.97461928934
mvt,float32_IMF,fixed,float32_IMF_fixed,28947300.0,2080,1600,18092.0625
symm,float32_IMF,fixed,float32_IMF_fixed,62452720.0,4935,4560,13695.771929824561
syr2k,float32_IMF,fixed,float32_IMF_fixed,129694500.0,8872,8296,15633.377531340406
syrk,float32_IMF,fixed,float32_IMF_fixed,65142879.99999999,4632,4216,15451.347248576849
trmm,float32_IMF,fixed,float32_IMF_fixed,31466100.0,1805,1600,19666.3125
2mm,float32_IMF,fixed,float32_IMF_fixed,89833500.0,5700,5232,17170.011467889908
3mm,float32_IMF,fixed,float32_IMF_fixed,88216960.0,5220,4800,18378.533333333333
atax,float32_IMF,fixed,float32_IMF_fixed,34099100.0,2244,1760,19374.488636363636
bicg,float32_IMF,fixed,float32_IMF_fixed,29589300.0,2242,1760,16812.102272727272
gemm,float32_IMF,fixed,float32_IMF_fixed,111245480.0,6352,5880,18919.299319727892
gemver,float32_IMF,fixed,float32_IMF_fixed,67524940.0,4640,4020,16797.248756218905
gesummv,float32_IMF,fixed,float32_IMF_fixed,14480280.0,1600,1072,13507.723880597016
lu,float32_IMF,fixed,float32_IMF_fixed,156173400.0,21550,5130,30443.157894736843
ludcmp,float32_IMF,fixed,float32_IMF_fixed,146042620.0,22390,5910,24711.103214890016
mvt,float32_IMF,fixed,float32_IMF_fixed,28735800.0,2080,1600,17959.875
symm,float32_IMF,fixed,float32_IMF_fixed,64280640.0,4935,4560,14096.631578947368
syr2k,float32_IMF,fixed,float32_IMF_fixed,132595000.0,8872,8296,15983.003857280617
syrk,float32_IMF,fixed,float32_IMF_fixed,81341040.0,4632,4216,19293.415559772297
trmm,float32_IMF,fixed,float32_IMF_fixed,36520080.0,1805,1600,22825.05
2mm,float32_IMF,float,float32_IMF_float,141074700.0,5700,5232,26963.81880733945
3mm,float32_IMF,float,float32_IMF_float,159770440.0,5220,4800,33285.50833333333
atax,float32_IMF,float,float32_IMF_float,49517340.0,2244,1760,28134.852272727272
bicg,float32_IMF,float,float32_IMF_float,40919200.0,2242,1760,23249.545454545456
gemm,float32_IMF,float,float32_IMF_float,134197760.0,6352,5880,22822.748299319726
gemver,float32_IMF,float,float32_IMF_float,81386640.0,4640,4020,20245.432835820895
gesummv,float32_IMF,float,float32_IMF_float,23998400.0,1600,1072,22386.567164179105
lu,float32_IMF,float,float32_IMF_float,171533040.0,21550,5130,33437.23976608187
ludcmp,float32_IMF,float,float32_IMF_float,175929600.0,22390,5910,29768.121827411167
mvt,float32_IMF,float,float32_IMF_float,42511560.0,2080,1600,26569.725
symm,float32_IMF,float,float32_IMF_float,85985640.0,4935,4560,18856.5
syr2k,float32_IMF,float,float32_IMF_float,123186180.0,8872,8296,14848.864513018321
syrk,float32_IMF,float,float32_IMF_float,94888560.0,4632,4216,22506.774193548386
trmm,float32_IMF,float,float32_IMF_float,52069920.0,1805,1600,32543.7
heat-3d,float32_IMF,float,float32_IMF_float,55422500.00000001,8350,8100,6842.283950617285
jacobi-1d,float32_IMF,float,float32_IMF_float,161762700.0,840,780,207388.07692307694
jacobi-2d,float32_IMF,float,float32_IMF_float,221628000.0,18250,16900,13114.082840236686
seidel-2d,float32_IMF,float,float32_IMF_float,345386340.0,30360,29160,11844.524691358025
2mm,float32_IMF,fixed,float32_IMF_fixed,83409960.0,5700,5232,15942.270642201835
3mm,float32_IMF,fixed,float32_IMF_fixed,91739300.0,5220,4800,19112.354166666668
atax,float32_IMF,fixed,float32_IMF_fixed,36516480.0,2244,1760,20748.0
bicg,float32_IMF,fixed,float32_IMF_fixed,28265620.0,2242,1760,16060.011363636364
gemm,float32_IMF,fixed,float32_IMF_fixed,90717120.0,6352,5880,15428.081632653062
gemver,float32_IMF,fixed,float32_IMF_fixed,66296000.0,4640,4020,16491.542288557215
gesummv,float32_IMF,fixed,float32_IMF_fixed,14266980.0,1600,1072,13308.75
lu,float32_IMF,fixed,float32_IMF_fixed,156668400.0,21550,5130,30539.64912280702
ludcmp,float32_IMF,fixed,float32_IMF_fixed,159987520.0,22390,5910,27070.646362098138
mvt,float32_IMF,fixed,float32_IMF_fixed,29964480.0,2080,1600,18727.8
symm,float32_IMF,fixed,float32_IMF_fixed,62895400.0,4935,4560,13792.850877192983
syr2k,float32_IMF,fixed,float32_IMF_fixed,135477500.0,8872,8296,16330.460462873674
syrk,float32_IMF,fixed,float32_IMF_fixed,66608100.0,4632,4216,15798.885199240987
trmm,float32_IMF,fixed,float32_IMF_fixed,36520080.0,1805,1600,22825.05
2mm,float32_IMF,fixed,float32_IMF_fixed,89824500.0,5700,5232,17168.29128440367
3mm,float32_IMF,fixed,float32_IMF_fixed,86360400.0,5220,4800,17991.75
atax,float32_IMF,fixed,float32_IMF_fixed,31814300.0,2244,1760,18076.30681818182
bicg,float32_IMF,fixed,float32_IMF_fixed,26500500.0,2242,1760,15057.102272727272
gemm,float32_IMF,fixed,float32_IMF_fixed,105124900.0,6352,5880,17878.384353741498
gemver,float32_IMF,fixed,float32_IMF_fixed,68200160.0,4640,4020,16965.213930348258
gesummv,float32_IMF,fixed,float32_IMF_fixed,12698400.0,1600,1072,11845.522388059702
lu,float32_IMF,fixed,float32_IMF_fixed,147120200.0,21550,5130,28678.401559454192
ludcmp,float32_IMF,fixed,float32_IMF_fixed,146465940.0,22390,5910,24782.730964467006
mvt,float32_IMF,fixed,float32_IMF_fixed,28812880.0,2080,1600,18008.05
symm,float32_IMF,fixed,float32_IMF_fixed,62449920.0,4935,4560,13695.157894736842
syr2k,float32_IMF,fixed,float32_IMF_fixed,135203960.0,8872,8296,16297.487945998071
syrk,float32_IMF,fixed,float32_IMF_fixed,76802400.0,4632,4216,18216.888045540796
trmm,float32_IMF,fixed,float32_IMF_fixed,36787000.0,1805,1600,22991.875
jacobi-1d,float32_IMF,fixed,float32_IMF_fixed,10352720.0,840,780,13272.71794871795
jacobi-2d,float32_IMF,fixed,float32_IMF_fixed,191744300.0,18250,16900,11345.816568047338
seidel-2d,float32_IMF,fixed,float32_IMF_fixed,1061059200.0,30360,29160,36387.489711934155
heat-3d,float32_IMF,fixed,float32_IMF_fixed,11510540.0,8350,8100,1421.0543209876544
2mm,float32_IMF,float,float32_IMF_float,141074700.0,5700,5232,26963.81880733945
3mm,float32_IMF,float,float32_IMF_float,159770440.0,5220,4800,33285.50833333333
atax,float32_IMF,float,float32_IMF_float,49517340.0,2244,1760,28134.852272727272
bicg,float32_IMF,float,float32_IMF_float,40919200.0,2242,1760,23249.545454545456
gemm,float32_IMF,float,float32_IMF_float,134197760.0,6352,5880,22822.748299319726
gemver,float32_IMF,float,float32_IMF_float,81386640.0,4640,4020,20245.432835820895
gesummv,float32_IMF,float,float32_IMF_float,23998400.0,1600,1072,22386.567164179105
lu,float32_IMF,float,float32_IMF_float,171533040.0,21550,5130,33437.23976608187
ludcmp,float32_IMF,float,float32_IMF_float,175929600.0,22390,5910,29768.121827411167
mvt,float32_IMF,float,float32_IMF_float,42511560.0,2080,1600,26569.725
symm,float32_IMF,float,float32_IMF_float,85985640.0,4935,4560,18856.5
syr2k,float32_IMF,float,float32_IMF_float,123186180.0,8872,8296,14848.864513018321
syrk,float32_IMF,float,float32_IMF_float,92455520.0,4632,4216,21929.677419354837
trmm,float32_IMF,float,float32_IMF_float,50830160.0,1805,1600,31768.85
2mm,float32_IMF,float,float32_IMF_float,141074700.0,5700,5232,26963.81880733945
3mm,float32_IMF,float,float32_IMF_float,159770440.0,5220,4800,33285.50833333333
atax,float32_IMF,float,float32_IMF_float,49517340.0,2244,1760,28134.852272727272
bicg,float32_IMF,float,float32_IMF_float,40919200.0,2242,1760,23249.545454545456
gemm,float32_IMF,float,float32_IMF_float,134197760.0,6352,5880,22822.748299319726
gemver,float32_IMF,float,float32_IMF_float,81386640.0,4640,4020,20245.432835820895
gesummv,float32_IMF,float,float32_IMF_float,23998400.0,1600,1072,22386.567164179105
lu,float32_IMF,float,float32_IMF_float,171533040.0,21550,5130,33437.23976608187
ludcmp,float32_IMF,float,float32_IMF_float,175929600.0,22390,5910,29768.121827411167
mvt,float32_IMF,float,float32_IMF_float,42511560.0,2080,1600,26569.725
symm,float32_IMF,float,float32_IMF_float,85985640.0,4935,4560,18856.5
syr2k,float32_IMF,float,float32_IMF_float,123186180.0,8872,8296,14848.864513018321
syrk,float32_IMF,float,float32_IMF_float,94888560.0,4632,4216,22506.774193548386
trmm,float32_IMF,float,float32_IMF_float,50830160.0,1805,1600,31768.85
heat-3d,float32_IMF,float,float32_IMF_float,55422500.00000001,8350,8100,6842.283950617285
jacobi-1d,float32_IMF,float,float32_IMF_float,161762700.0,840,780,207388.07692307694
jacobi-2d,float32_IMF,float,float32_IMF_float,221628000.0,18250,16900,13114.082840236686
seidel-2d,float32_IMF,float,float32_IMF_float,345386340.0,30360,29160,11844.524691358025
2mm,float32_IMF,float,float32_IMF_float,141074700.0,5700,5232,26963.81880733945
3mm,float32_IMF,float,float32_IMF_float,159770440.0,5220,4800,33285.50833333333
atax,float32_IMF,float,float32_IMF_float,49517340.0,2244,1760,28134.852272727272
bicg,float32_IMF,float,float32_IMF_float,40919200.0,2242,1760,23249.545454545456
gemm,float32_IMF,float,float32_IMF_float,134197760.0,6352,5880,22822.748299319726
gemver,float32_IMF,float,float32_IMF_float,81386640.0,4640,4020,20245.432835820895
gesummv,float32_IMF,float,float32_IMF_float,23998400.0,1600,1072,22386.567164179105
lu,float32_IMF,float,float32_IMF_float,171533040.0,21550,5130,33437.23976608187
ludcmp,float32_IMF,float,float32_IMF_float,175929600.0,22390,5910,29768.121827411167
mvt,float32_IMF,float,float32_IMF_float,43601600.0,2080,1600,27251.0
symm,float32_IMF,float,float32_IMF_float,85985640.0,4935,4560,18856.5
syr2k,float32_IMF,float,float32_IMF_float,126344800.0,8872,8296,15229.60462873674
syrk,float32_IMF,float,float32_IMF_float,94888560.0,4632,4216,22506.774193548386
trmm,float32_IMF,float,float32_IMF_float,52069920.0,1805,1600,32543.7
heat-3d,float32_IMF,float,float32_IMF_float,55422500.00000001,8350,8100,6842.283950617285
jacobi-1d,float32_IMF,float,float32_IMF_float,164703840.0,840,780,211158.76923076922
jacobi-2d,float32_IMF,float,float32_IMF_float,216087300.0,18250,16900,12786.23076923077
seidel-2d,float32_IMF,float,float32_IMF_float,345386340.0,30360,29160,11844.524691358025
2mm,float32_IMF,float,float32_IMF_float,141074700.0,5700,5232,26963.81880733945
3mm,float32_IMF,float,float32_IMF_float,159770440.0,5220,4800,33285.50833333333
atax,float32_IMF,float,float32_IMF_float,49517340.0,2244,1760,28134.852272727272
bicg,float32_IMF,float,float32_IMF_float,40919200.0,2242,1760,23249.545454545456
gemm,float32_IMF,float,float32_IMF_float,134197760.0,6352,5880,22822.748299319726
gemver,float32_IMF,float,float32_IMF_float,81386640.0,4640,4020,20245.432835820895
gesummv,float32_IMF,float,float32_IMF_float,23998400.0,1600,1072,22386.567164179105
lu,float32_IMF,float,float32_IMF_float,171533040.0,21550,5130,33437.23976608187
ludcmp,float32_IMF,float,float32_IMF_float,175929600.0,22390,5910,29768.121827411167
mvt,float32_IMF,float,float32_IMF_float,42511560.0,2080,1600,26569.725
symm,float32_IMF,float,float32_IMF_float,85985640.0,4935,4560,18856.5
syr2k,float32_IMF,float,float32_IMF_float,123186180.0,8872,8296,14848.864513018321
syrk,float32_IMF,float,float32_IMF_float,94888560.0,4632,4216,22506.774193548386
trmm,float32_IMF,float,float32_IMF_float,50830160.0,1805,1600,31768.85
heat-3d,float32_IMF,float,float32_IMF_float,55422500.00000001,8350,8100,6842.283950617285
jacobi-1d,float32_IMF,float,float32_IMF_float,161762700.0,840,780,207388.07692307694
jacobi-2d,float32_IMF,float,float32_IMF_float,221628000.0,18250,16900,13114.082840236686
seidel-2d,float32_IMF,float,float32_IMF_float,345386340.0,30360,29160,11844.524691358025
2mm,float32_IMF,fixed,float32_IMF_fixed,83104320.0,5700,5232,15883.853211009175
3mm,float32_IMF,fixed,float32_IMF_fixed,87884160.0,5220,4800,18309.2
atax,float32_IMF,fixed,float32_IMF_fixed,36452820.0,2244,1760,20711.829545454544
bicg,float32_IMF,fixed,float32_IMF_fixed,26555700.0,2242,1760,15088.46590909091
gemm,float32_IMF,fixed,float32_IMF_fixed,88814020.0,6352,5880,15104.425170068027
gemver,float32_IMF,fixed,float32_IMF_fixed,70536400.0,4640,4020,17546.36815920398
gesummv,float32_IMF,fixed,float32_IMF_fixed,14459760.0,1600,1072,13488.58208955224
lu,float32_IMF,fixed,float32_IMF_fixed,137465680.0,21550,5130,26796.428849902535
ludcmp,float32_IMF,fixed,float32_IMF_fixed,152448260.0,22390,5910,25794.96785109983
mvt,float32_IMF,fixed,float32_IMF_fixed,28056320.0,2080,1600,17535.2
symm,float32_IMF,fixed,float32_IMF_fixed,83964800.0,4935,4560,18413.333333333332
syr2k,float32_IMF,fixed,float32_IMF_fixed,129765600.0,8872,8296,15641.947926711668
syrk,float32_IMF,fixed,float32_IMF_fixed,66621600.0,4632,4216,15802.087286527514
trmm,float32_IMF,fixed,float32_IMF_fixed,45569700.0,1805,1600,28481.0625
2mm,float32_IMF,float,float32_IMF_float,142141740.0,5700,5232,27167.76376146789
3mm,float32_IMF,float,float32_IMF_float,160319840.0,5220,4800,33399.96666666667
atax,float32_IMF,float,float32_IMF_float,49405820.0,2244,1760,28071.488636363636
bicg,float32_IMF,float,float32_IMF_float,40914400.0,2242,1760,23246.81818181818
gemm,float32_IMF,float,float32_IMF_float,132377560.0,6352,5880,22513.190476190477
gemver,float32_IMF,float,float32_IMF_float,81297260.0,4640,4020,20223.199004975126
gesummv,float32_IMF,float,float32_IMF_float,24004800.0,1600,1072,22392.537313432837
lu,float32_IMF,float,float32_IMF_float,170572080.0,21550,5130,33249.91812865497
ludcmp,float32_IMF,float,float32_IMF_float,176867880.0,22390,5910,29926.883248730963
mvt,float32_IMF,float,float32_IMF_float,42502200.0,2080,1600,26563.875
symm,float32_IMF,float,float32_IMF_float,85938840.0,4935,4560,18846.236842105263
syr2k,float32_IMF,float,float32_IMF_float,123201780.0,8872,8296,14850.74493731919
syrk,float32_IMF,float,float32_IMF_float,94473600.0,4632,4216,22408.349146110057
trmm,float32_IMF,float,float32_IMF_float,50968740.0,1805,1600,31855.4625
jacobi-1d,float32_IMF,float,float32_IMF_float,168945700.0,840,780,216597.05128205128
jacobi-2d,float32_IMF,float,float32_IMF_float,216412560.0,18250,16900,12805.476923076923
seidel-2d,float32_IMF,float,float32_IMF_float,344462040.0,30360,29160,11812.827160493827
heat-3d,float32_IMF,float,float32_IMF_float,55841100.00000001,8350,8100,6893.9629629629635
2mm,float32_IMF,fixed,float32_IMF_fixed,82369380.0,5700,5232,15743.383027522936
3mm,float32_IMF,fixed,float32_IMF_fixed,90294520.0,5220,4800,18811.358333333334
atax,float32_IMF,fixed,float32_IMF_fixed,35174700.0,2244,1760,19985.625
bicg,float32_IMF,fixed,float32_IMF_fixed,27116880.0,2242,1760,15407.318181818182
gemm,float32_IMF,fixed,float32_IMF_fixed,89182500.0,6352,5880,15167.091836734693
gemver,float32_IMF,fixed,float32_IMF_fixed,71406720.0,4640,4020,17762.86567164179
gesummv,float32_IMF,fixed,float32_IMF_fixed,14285700.0,1600,1072,13326.212686567163
lu,float32_IMF,fixed,float32_IMF_fixed,142193700.0,21550,5130,27718.070175438595
ludcmp,float32_IMF,fixed,float32_IMF_fixed,143703000.0,22390,5910,24315.228426395937
mvt,float32_IMF,fixed,float32_IMF_fixed,28839200.0,2080,1600,18024.5
symm,float32_IMF,fixed,float32_IMF_fixed,55880800.0,4935,4560,12254.561403508771
